N,block_index,order_position,method_id,phase,time_sec,percent_of_solver_time
250,3,3,fixed,small_least_squares,0.0107679166666667,0.00484650791193326
250,3,3,fixed,basis_normalisation,0.00707983333333333,0.00318654660203557
250,3,3,fixed,solution_assembly,2.02014945833333,0.909244623280597
250,3,3,fixed,unclassified_solver_overhead,0.417212624999365,0.18778231208617
250,3,4,relaxed,initial_residual,0.000285625,0.0010652581361021
250,3,4,relaxed,operator_and_preconditioner,4.44777379166667,16.5882791041211
250,3,4,relaxed,residual_sketch,0,0
250,3,4,relaxed,orthogonalisation_inner_products,0.427575041666666,1.59467060631811
250,3,4,relaxed,tucker_sums_and_rounding,20.24000525,75.4864954654238
250,3,4,relaxed,small_least_squares,0.009485625,0.0353772926293688
250,3,4,relaxed,basis_normalisation,0.00234216666666667,0.00873527211474414
250,3,4,relaxed,solution_assembly,1.47066404166667,5.48494297018192
250,3,4,relaxed,unclassified_solver_overhead,0.214618374999993,0.80043403107485
250,4,1,rhosvd_sgmres,initial_residual,0,0
250,4,1,rhosvd_sgmres,operator_and_preconditioner,0.326486916666667,1.70780278433356
250,4,1,rhosvd_sgmres,residual_sketch,0.75425275,3.94537998549072
250,4,1,rhosvd_sgmres,orthogonalisation_inner_products,0.0340535833333333,0.178129050397992
250,4,1,rhosvd_sgmres,tucker_sums_and_rounding,12.9051159166667,67.504674060591
250,4,1,rhosvd_sgmres,small_least_squares,0.0286389583333333,0.149805980838169
250,4,1,rhosvd_sgmres,basis_normalisation,0.002988625,0.0156330371472125
250,4,1,rhosvd_sgmres,solution_assembly,4.96652633333333,25.9791344386162
250,4,1,rhosvd_sgmres,unclassified_solver_overhead,0.0993033749999945,0.519440662585132
250,4,2,fixed,initial_residual,0.000292083333333333,0.000135161535382119
250,4,2,fixed,operator_and_preconditioner,27.715858125,12.8255107741214
250,4,2,fixed,residual_sketch,0,0
250,4,2,fixed,orthogonalisation_inner_products,1.65264841666667,0.76476290137573
250,4,2,fixed,tucker_sums_and_rounding,184.516238291666,85.384872138435
250,4,2,fixed,small_least_squares,0.0105498333333333,0.00488193439552225
250,4,2,fixed,basis_normalisation,0.00622395833333333,0.00288013614089929
250,4,2,fixed,solution_assembly,1.79713379166667,0.831623495242529
250,4,2,fixed,unclassified_solver_overhead,0.400504583333486,0.18533345875354
250,4,3,relaxed,initial_residual,0.000177958333333333,0.000638701714509288
250,4,3,relaxed,operator_and_preconditioner,4.57485370833333,16.419387911824
250,4,3,relaxed,residual_sketch,0,0
250,4,3,relaxed,orthogonalisation_inner_products,0.438774875,1.57478584844448
250,4,3,relaxed,tucker_sums_and_rounding,20.8603143333333,74.8687531532813
250,4,3,relaxed,small_least_squares,0.00992766666666666,0.0356309120360199
250,4,3,relaxed,basis_normalisation,0.0027015,0.00969582401356222
250,4,3,relaxed,solution_assembly,1.75310108333333,6.29197097241727
250,4,3,relaxed,unclassified_solver_overhead,0.222659541666662,0.799136676268879
250,4,4,plain,initial_residual,0.000725208333333333,0.00303535059641361
250,4,4,plain,operator_and_preconditioner,0.302416625,1.26576107977129
250,4,4,plain,residual_sketch,2.11604829166667,8.85669420624015
250,4,4,plain,orthogonalisation_inner_products,0.233312041666667,0.976524692660812
250,4,4,plain,tucker_sums_and_rounding,20.42181625,85.4752617766663
250,4,4,plain,small_least_squares,0.02902,0.121462854546978
250,4,4,plain,basis_normalisation,0.00276041666666667,0.0115536901472221
250,4,4,plain,solution_assembly,0.416098958333333,1.74157709349382
250,4,4,plain,unclassified_solver_overhead,0.369880250000008,1.54812925587701
