N,m,method_code,run_id,restart_length,q,s,zeta,iteration,true_relres
1000,1000000,2,4,0,2,502,12,200,8.40636763159572e-07
1000,1000000,2,4,0,2,502,12,225,6.4186670139535e-07
1000,1000000,2,4,0,2,502,12,250,4.5999396431102e-07
1000,1000000,2,5,0,2,502,12,0,1
1000,1000000,2,5,0,2,502,12,5,0.016234090142252
1000,1000000,2,5,0,2,502,12,10,0.00305170683183597
1000,1000000,2,5,0,2,502,12,20,0.000488088822634383
1000,1000000,2,5,0,2,502,12,30,0.000159219027472306
1000,1000000,2,5,0,2,502,12,50,3.72291103284381e-05
1000,1000000,2,5,0,2,502,12,75,1.11088435679703e-05
1000,1000000,2,5,0,2,502,12,100,4.93507095884365e-06
1000,1000000,2,5,0,2,502,12,125,2.73158231494073e-06
1000,1000000,2,5,0,2,502,12,150,1.6253895696613e-06
1000,1000000,2,5,0,2,502,12,175,1.08919447094614e-06
1000,1000000,2,5,0,2,502,12,200,8.01146798987493e-07
1000,1000000,2,5,0,2,502,12,225,5.87614271951791e-07
1000,1000000,2,5,0,2,502,12,250,4.3682372842833e-07
