Matrix,Rank,Oversampling,SVD_RelErr,RSVD_RelErrMean,RSVD_RelErrStd,ErrorRatio,GN_RelErrMean,GN_RelErrStd,GN_ErrorRatio,SVD_Time,RSVD_TimeMean,RSVD_TimeStd,Speedup,GN_TimeMean,GN_TimeStd,GN_Speedup,GN_CondWMean,GN_CondWStd,CompressionFactor
power_decay,5,10,0.227620437566017,0.230657597085226,0.00187364433229339,1.0133430879568,0.548572718949428,0.149559864911269,2.41003279325621,0.4917425,0.00198101666666667,0.000696464731886939,248.227341180034,0.00160047916666667,0.000228477853063,307.247048409981,8.55267825861358,2.401997745215,149.962509372657
power_decay,10,10,0.0682010822489952,0.0713081156982935,0.000883203523305638,1.0455569522776,0.236725573704267,0.0541116746057965,3.47099438744984,0.4917425,0.00226633333333333,3.20413987611013e-05,216.977128989557,0.00165955,3.7009522881964e-05,296.310746889217,69.4929644369579,19.7625056812242,74.9812546863284
power_decay,20,10,0.0102467300734417,0.0120722250919836,0.000618721847341172,1.17815390914545,0.0486361539340196,0.00691681021065442,4.74650484451415,0.4917425,0.0032876125,0.000304758567954229,149.574349166759,0.00207437916666667,9.0366421117506e-05,237.05526352262,869.954153467409,264.709084691075,37.4906273431642
power_decay,40,10,0.000715640106206745,0.00107575439811058,6.05680611674672e-05,1.50320585554187,0.00532977933011968,0.000407002711868525,7.44756936327983,0.4917425,0.0056700875,0.000253134584447413,86.7257339503138,0.00306760833333333,0.000182049765106436,160.301592174142,21651.7935815843,6979.296635373,18.7453136715821
power_decay,80,10,2.53223125278437e-05,5.23075080273411e-05,2.6666816936781e-06,2.06566868526819,0.00027059362544178,4.88925033275227e-05,10.6859760594236,0.4917425,0.0117059458333333,0.000510892923707697,42.0079254595332,0.0051922625,0.00179472803551678,94.706787262778,1377039.26307211,522516.021549678,9.37265683579105
power_decay,120,10,2.81645431141629e-06,6.84344108183241e-06,2.96109262553138e-07,2.42980724171275,3.62869718644583e-05,3.75666744481426e-06,12.8839199405336,0.4917425,0.0165589791666667,0.000349820528969393,29.6964260327038,0.00672079166666667,0.0002214384224177,73.1673475966993,18418137.0681768,4321318.61213697,6.24843789052737
