Rank,HOSVD_RelErr,RHOSVD_RelErrMean,RHOSVD_RelErrStd,STHOSVD_RelErr,RSTHOSVD_RelErrMean,RSTHOSVD_RelErrStd,MLN_RelErrMean,MLN_RelErrStd,HOSVD_Time,RHOSVD_TimeMean,RHOSVD_TimeStd,Speedup_RHOSVD,STHOSVD_Time,RSTHOSVD_TimeMean,RSTHOSVD_TimeStd,Speedup_RSTHOSVD,MLN_TimeMean,MLN_TimeStd,Speedup_MLN,MLN_CondWMaxMean,MLN_CondWMaxStd
5,0.227620437442514,0.236568073159962,0.00166381296191333,0.227620437442514,0.230725541278225,0.00131791602050406,0.71921591416918,0.0120658417801743,0.0558339583333333,0.00967911666666667,0.00181362132373403,5.76849729744622,0.0219244583333333,0.00464499166666667,0.0013900070235509,4.72002102623076,0.00553191666666667,0.00248656980077615,10.0930584637633,16.2758417552196,7.80657605614961
10,0.0682010818163027,0.0765197862449307,0.00151463034190144,0.0682010818163027,0.0723142720496522,0.00115504539497864,0.368789424838877,0.0189895989425053,0.0549405,0.0104467333333333,0.000365359105120489,5.25910811035029,0.033702625,0.00449895833333333,0.000178539690284666,7.49120629775411,0.00363080833333333,0.000234379073297938,15.131754407306,80.9213050329218,14.0819462933963
20,0.0102467271803305,0.0147794699256755,0.000192841832290177,0.0102467271803304,0.0120131894240548,0.000527839149366438,0.0939850289066015,0.0135331086210173,0.0496335833333333,0.0147379666666667,0.000517386033478764,3.36773616441888,0.0244484166666667,0.007143775,0.000240714409074553,3.42233856282801,0.00481870833333333,0.0003064598374085,10.3001841779868,1065.55400999324,429.723981112158
40,0.000715598676327465,0.00154365611672712,5.64823251818364e-05,0.000715598676327462,0.00103381861338625,3.20187838284512e-05,0.0109346538323035,0.00105703062489243,0.051421625,0.0283917083333333,0.00169068092149247,1.81114938193516,0.0338523333333333,0.0164244,0.000992878423081514,2.06110015180666,0.008784,0.000917050303244351,5.85401013205829,25616.4163938088,6339.1107180232
60,0.000108588460962186,0.000301080804518702,1.08338745519644e-05,0.000108588460962186,0.000191082406807605,1.26276764247697e-05,0.00259962524973567,0.000425114690916696,0.0554635833333333,0.0417732333333333,0.000562065039083311,1.32773019724752,0.0387729166666667,0.0300104583333333,0.000587524133665068,1.29198015691752,0.0118559833333333,0.000291728716018838,4.67810908416144,293786.206038936,50995.9436948063
80,2.41230891768402e-05,6.9769238829917e-05,3.2253498884158e-06,2.41230891768406e-05,4.46762047675947e-05,2.08216200166384e-06,0.000652815941350657,6.98115255727141e-05,0.0526145416666667,0.058731475,0.000768550357206669,0.895849145056661,0.0474427916666667,0.05116865,0.000628669370658511,0.927184744304699,0.0161231666666667,0.000238331333762008,3.26328833252359,1606323.33036391,217668.503064754
