N,method_id,residual_seed,basis_index,mode_1_rank,mode_2_rank,mode_3_rank,maximum_mode_rank
200,rhosvd_sgmres,303,82,46,44,44,46
200,rhosvd_sgmres,303,83,46,44,44,46
200,rhosvd_sgmres,303,84,47,44,44,47
200,rhosvd_sgmres,303,85,48,44,44,48
200,rhosvd_sgmres,303,86,49,46,45,49
200,rhosvd_sgmres,303,87,49,46,45,49
200,rhosvd_sgmres,303,88,49,46,46,49
200,rhosvd_sgmres,303,89,49,46,46,49
200,rhosvd_sgmres,303,90,50,47,47,50
200,rhosvd_sgmres,303,91,50,47,47,50
200,rhosvd_sgmres,303,92,51,47,48,51
200,rhosvd_sgmres,303,93,51,47,48,51
200,rhosvd_sgmres,303,94,51,47,48,51
200,rhosvd_sgmres,303,95,51,47,48,51
200,rhosvd_sgmres,303,96,52,49,50,52
200,rhosvd_sgmres,303,97,52,49,50,52
200,rhosvd_sgmres,303,98,52,49,51,52
200,rhosvd_sgmres,303,99,52,49,51,52
200,rhosvd_sgmres,303,100,52,50,52,52
200,rhosvd_sgmres,404,1,1,1,1,1
200,rhosvd_sgmres,404,2,3,3,3,3
200,rhosvd_sgmres,404,3,6,6,6,6
200,rhosvd_sgmres,404,4,9,9,9,9
200,rhosvd_sgmres,404,5,10,10,10,10
200,rhosvd_sgmres,404,6,12,12,12,12
200,rhosvd_sgmres,404,7,13,13,13,13
200,rhosvd_sgmres,404,8,15,15,15,15
200,rhosvd_sgmres,404,9,15,15,15,15
200,rhosvd_sgmres,404,10,16,16,16,16
200,rhosvd_sgmres,404,11,17,17,17,17
200,rhosvd_sgmres,404,12,17,17,17,17
200,rhosvd_sgmres,404,13,18,18,18,18
200,rhosvd_sgmres,404,14,18,18,18,18
200,rhosvd_sgmres,404,15,19,19,19,19
200,rhosvd_sgmres,404,16,20,20,20,20
200,rhosvd_sgmres,404,17,21,21,21,21
200,rhosvd_sgmres,404,18,21,21,21,21
200,rhosvd_sgmres,404,19,21,21,21,21
200,rhosvd_sgmres,404,20,21,21,21,21
200,rhosvd_sgmres,404,21,22,22,22,22
200,rhosvd_sgmres,404,22,22,22,22,22
200,rhosvd_sgmres,404,23,23,23,23,23
200,rhosvd_sgmres,404,24,24,24,24,24
200,rhosvd_sgmres,404,25,24,24,24,24
200,rhosvd_sgmres,404,26,24,24,24,24
200,rhosvd_sgmres,404,27,25,25,25,25
200,rhosvd_sgmres,404,28,25,25,25,25
200,rhosvd_sgmres,404,29,26,26,26,26
200,rhosvd_sgmres,404,30,26,26,26,26
200,rhosvd_sgmres,404,31,27,27,27,27
200,rhosvd_sgmres,404,32,27,27,27,27
200,rhosvd_sgmres,404,33,27,27,27,27
200,rhosvd_sgmres,404,34,28,28,28,28
200,rhosvd_sgmres,404,35,29,29,29,29
200,rhosvd_sgmres,404,36,29,29,29,29
200,rhosvd_sgmres,404,37,29,29,29,29
200,rhosvd_sgmres,404,38,30,30,30,30
200,rhosvd_sgmres,404,39,31,31,31,31
200,rhosvd_sgmres,404,40,31,31,31,31
200,rhosvd_sgmres,404,41,31,31,31,31
200,rhosvd_sgmres,404,42,31,31,31,31
200,rhosvd_sgmres,404,43,32,32,32,32
200,rhosvd_sgmres,404,44,32,32,32,32
200,rhosvd_sgmres,404,45,32,32,32,32
200,rhosvd_sgmres,404,46,33,33,33,33
200,rhosvd_sgmres,404,47,34,33,33,34
200,rhosvd_sgmres,404,48,34,33,33,34
200,rhosvd_sgmres,404,49,34,35,35,35
200,rhosvd_sgmres,404,50,34,35,35,35
200,rhosvd_sgmres,404,51,35,35,35,35
200,rhosvd_sgmres,404,52,35,35,35,35
200,rhosvd_sgmres,404,53,35,35,35,35
200,rhosvd_sgmres,404,54,36,36,36,36
200,rhosvd_sgmres,404,55,36,37,37,37
200,rhosvd_sgmres,404,56,37,37,37,37
200,rhosvd_sgmres,404,57,37,37,37,37
200,rhosvd_sgmres,404,58,37,37,37,37
200,rhosvd_sgmres,404,59,37,38,38,38
200,rhosvd_sgmres,404,60,37,38,38,38
200,rhosvd_sgmres,404,61,38,39,39,39
200,rhosvd_sgmres,404,62,38,39,39,39
200,rhosvd_sgmres,404,63,38,39,39,39
200,rhosvd_sgmres,404,64,38,39,39,39
200,rhosvd_sgmres,404,65,39,39,39,39
200,rhosvd_sgmres,404,66,40,39,39,40
200,rhosvd_sgmres,404,67,40,39,39,40
200,rhosvd_sgmres,404,68,41,41,41,41
200,rhosvd_sgmres,404,69,41,41,41,41
200,rhosvd_sgmres,404,70,42,42,42,42
200,rhosvd_sgmres,404,71,42,42,42,42
200,rhosvd_sgmres,404,72,42,42,42,42
200,rhosvd_sgmres,404,73,42,42,42,42
200,rhosvd_sgmres,404,74,43,42,42,43
200,rhosvd_sgmres,404,75,43,42,42,43
200,rhosvd_sgmres,404,76,43,43,43,43
200,rhosvd_sgmres,404,77,43,43,43,43
200,rhosvd_sgmres,404,78,43,43,43,43
200,rhosvd_sgmres,404,79,43,43,43,43
200,rhosvd_sgmres,404,80,44,43,43,44
200,rhosvd_sgmres,404,81,45,43,43,45
200,rhosvd_sgmres,404,82,45,44,44,45
200,rhosvd_sgmres,404,83,45,44,44,45
200,rhosvd_sgmres,404,84,46,45,44,46
200,rhosvd_sgmres,404,85,46,45,44,46
200,rhosvd_sgmres,404,86,48,46,46,48
200,rhosvd_sgmres,404,87,48,46,46,48
200,rhosvd_sgmres,404,88,48,46,46,48
200,rhosvd_sgmres,404,89,48,46,47,48
200,rhosvd_sgmres,404,90,49,47,47,49
200,rhosvd_sgmres,404,91,49,47,47,49
200,rhosvd_sgmres,404,92,50,48,48,50
200,rhosvd_sgmres,404,93,50,48,48,50
200,rhosvd_sgmres,404,94,50,48,48,50
200,rhosvd_sgmres,404,95,50,48,48,50
200,rhosvd_sgmres,404,96,52,49,50,52
200,rhosvd_sgmres,404,97,52,49,50,52
200,rhosvd_sgmres,404,98,52,50,50,52
200,rhosvd_sgmres,404,99,53,50,50,53
200,rhosvd_sgmres,404,100,53,51,50,53
200,rhosvd_sgmres,505,1,1,1,1,1
200,rhosvd_sgmres,505,2,3,3,3,3
200,rhosvd_sgmres,505,3,6,6,6,6
200,rhosvd_sgmres,505,4,9,9,9,9
200,rhosvd_sgmres,505,5,10,10,10,10
200,rhosvd_sgmres,505,6,12,12,12,12
200,rhosvd_sgmres,505,7,13,13,13,13
200,rhosvd_sgmres,505,8,15,15,15,15
200,rhosvd_sgmres,505,9,15,15,15,15
200,rhosvd_sgmres,505,10,16,16,16,16
200,rhosvd_sgmres,505,11,17,17,17,17
200,rhosvd_sgmres,505,12,17,17,17,17
200,rhosvd_sgmres,505,13,18,18,18,18
200,rhosvd_sgmres,505,14,18,18,18,18
200,rhosvd_sgmres,505,15,19,19,19,19
200,rhosvd_sgmres,505,16,20,20,20,20
200,rhosvd_sgmres,505,17,21,21,21,21
200,rhosvd_sgmres,505,18,21,21,21,21
200,rhosvd_sgmres,505,19,21,21,21,21
200,rhosvd_sgmres,505,20,21,21,21,21
200,rhosvd_sgmres,505,21,22,22,22,22
200,rhosvd_sgmres,505,22,22,22,22,22
200,rhosvd_sgmres,505,23,23,23,23,23
200,rhosvd_sgmres,505,24,24,24,24,24
200,rhosvd_sgmres,505,25,24,24,24,24
200,rhosvd_sgmres,505,26,24,24,24,24
200,rhosvd_sgmres,505,27,25,25,25,25
200,rhosvd_sgmres,505,28,25,25,25,25
200,rhosvd_sgmres,505,29,26,26,26,26
200,rhosvd_sgmres,505,30,26,26,26,26
200,rhosvd_sgmres,505,31,27,27,27,27
200,rhosvd_sgmres,505,32,27,27,27,27
200,rhosvd_sgmres,505,33,27,27,27,27
200,rhosvd_sgmres,505,34,28,28,28,28
200,rhosvd_sgmres,505,35,29,29,29,29
200,rhosvd_sgmres,505,36,29,29,29,29
200,rhosvd_sgmres,505,37,29,29,29,29
200,rhosvd_sgmres,505,38,30,30,30,30
200,rhosvd_sgmres,505,39,31,31,31,31
200,rhosvd_sgmres,505,40,31,31,31,31
200,rhosvd_sgmres,505,41,31,31,31,31
200,rhosvd_sgmres,505,42,31,31,31,31
200,rhosvd_sgmres,505,43,32,32,32,32
200,rhosvd_sgmres,505,44,32,32,32,32
200,rhosvd_sgmres,505,45,32,32,32,32
200,rhosvd_sgmres,505,46,33,33,33,33
200,rhosvd_sgmres,505,47,34,33,33,34
200,rhosvd_sgmres,505,48,34,33,33,34
200,rhosvd_sgmres,505,49,34,35,35,35
200,rhosvd_sgmres,505,50,34,35,35,35
200,rhosvd_sgmres,505,51,35,35,35,35
200,rhosvd_sgmres,505,52,35,35,35,35
200,rhosvd_sgmres,505,53,35,35,35,35
200,rhosvd_sgmres,505,54,36,36,36,36
200,rhosvd_sgmres,505,55,36,37,37,37
200,rhosvd_sgmres,505,56,37,37,37,37
200,rhosvd_sgmres,505,57,37,37,37,37
200,rhosvd_sgmres,505,58,37,37,37,37
200,rhosvd_sgmres,505,59,37,38,38,38
200,rhosvd_sgmres,505,60,37,38,38,38
200,rhosvd_sgmres,505,61,38,39,39,39
200,rhosvd_sgmres,505,62,38,39,39,39
200,rhosvd_sgmres,505,63,38,39,39,39
200,rhosvd_sgmres,505,64,38,39,39,39
200,rhosvd_sgmres,505,65,39,39,39,39
200,rhosvd_sgmres,505,66,40,40,39,40
200,rhosvd_sgmres,505,67,40,40,39,40
200,rhosvd_sgmres,505,68,41,41,41,41
200,rhosvd_sgmres,505,69,41,40,41,41
200,rhosvd_sgmres,505,70,42,42,42,42
200,rhosvd_sgmres,505,71,42,42,42,42
200,rhosvd_sgmres,505,72,42,43,42,43
200,rhosvd_sgmres,505,73,42,43,42,43
200,rhosvd_sgmres,505,74,42,43,42,43
200,rhosvd_sgmres,505,75,42,43,42,43
200,rhosvd_sgmres,505,76,43,43,43,43
200,rhosvd_sgmres,505,77,43,43,43,43
200,rhosvd_sgmres,505,78,43,43,43,43
200,rhosvd_sgmres,505,79,43,43,43,43
200,rhosvd_sgmres,505,80,43,45,43,45
200,rhosvd_sgmres,505,81,44,45,43,45
200,rhosvd_sgmres,505,82,45,46,44,46
200,rhosvd_sgmres,505,83,45,46,44,46
200,rhosvd_sgmres,505,84,45,46,44,46
200,rhosvd_sgmres,505,85,45,46,44,46
200,rhosvd_sgmres,505,86,46,47,45,47
200,rhosvd_sgmres,505,87,46,47,45,47
200,rhosvd_sgmres,505,88,47,47,46,47
200,rhosvd_sgmres,505,89,47,47,46,47
200,rhosvd_sgmres,505,90,48,48,47,48
200,rhosvd_sgmres,505,91,48,48,47,48
200,rhosvd_sgmres,505,92,50,49,47,50
200,rhosvd_sgmres,505,93,50,49,47,50
200,rhosvd_sgmres,505,94,50,49,47,50
200,rhosvd_sgmres,505,95,50,49,47,50
200,rhosvd_sgmres,505,96,52,51,49,52
200,rhosvd_sgmres,505,97,51,51,49,51
200,rhosvd_sgmres,505,98,52,51,49,52
200,rhosvd_sgmres,505,99,52,51,49,52
200,rhosvd_sgmres,505,100,52,51,50,52
250,fixed,NaN,1,1,1,1,1
250,fixed,NaN,2,3,3,3,3
250,fixed,NaN,3,6,6,6,6
250,fixed,NaN,4,9,9,9,9
250,fixed,NaN,5,10,10,10,10
250,fixed,NaN,6,12,12,12,12
250,fixed,NaN,7,14,14,13,14
250,fixed,NaN,8,15,15,15,15
250,fixed,NaN,9,15,15,15,15
250,fixed,NaN,10,16,16,16,16
250,fixed,NaN,11,17,17,17,17
250,fixed,NaN,12,17,17,17,17
250,fixed,NaN,13,18,18,18,18
250,fixed,NaN,14,19,19,19,19
250,fixed,NaN,15,19,19,19,19
250,fixed,NaN,16,20,20,20,20
250,fixed,NaN,17,21,21,21,21
250,fixed,NaN,18,21,21,21,21
250,fixed,NaN,19,22,22,22,22
250,fixed,NaN,20,22,22,22,22
250,fixed,NaN,21,22,22,22,22
250,fixed,NaN,22,23,23,23,23
250,fixed,NaN,23,24,24,24,24
250,fixed,NaN,24,25,25,25,25
250,fixed,NaN,25,26,26,26,26
250,fixed,NaN,26,26,26,26,26
250,fixed,NaN,27,27,27,26,27
250,fixed,NaN,28,27,27,26,27
250,fixed,NaN,29,28,28,27,28
250,fixed,NaN,30,28,28,27,28
250,fixed,NaN,31,29,28,27,29
250,fixed,NaN,32,29,29,28,29
250,fixed,NaN,33,29,30,29,30
250,fixed,NaN,34,30,31,30,31
250,fixed,NaN,35,31,31,30,31
250,fixed,NaN,36,31,33,31,33
250,fixed,NaN,37,33,33,32,33
250,fixed,NaN,38,34,34,33,34
250,fixed,NaN,39,35,35,34,35
250,fixed,NaN,40,36,35,35,36
250,fixed,NaN,41,36,36,35,36
250,fixed,NaN,42,37,37,36,37
250,fixed,NaN,43,38,38,38,38
250,fixed,NaN,44,38,39,39,39
250,fixed,NaN,45,40,40,41,41
250,fixed,NaN,46,41,41,42,42
250,fixed,NaN,47,42,42,43,43
250,fixed,NaN,48,44,45,45,45
250,fixed,NaN,49,45,46,45,46
250,fixed,NaN,50,46,47,46,47
250,fixed,NaN,51,48,50,47,50
250,fixed,NaN,52,48,51,47,51
250,fixed,NaN,53,50,53,49,53
250,fixed,NaN,54,52,55,49,55
250,fixed,NaN,55,52,55,50,55
250,fixed,NaN,56,56,58,52,58
250,fixed,NaN,57,56,58,52,58
250,fixed,NaN,58,58,59,53,59
250,fixed,NaN,59,60,62,55,62
250,fixed,NaN,60,61,62,56,62
250,fixed,NaN,61,64,65,58,65
250,fixed,NaN,62,64,65,58,65
250,fixed,NaN,63,66,67,61,67
250,fixed,NaN,64,68,70,62,70
250,fixed,NaN,65,69,71,63,71
250,fixed,NaN,66,72,73,65,73
250,fixed,NaN,67,72,73,65,73
250,fixed,NaN,68,74,75,67,75
250,fixed,NaN,69,76,77,70,77
250,fixed,NaN,70,77,79,71,79
250,fixed,NaN,71,79,81,72,81
250,fixed,NaN,72,79,82,74,82
250,fixed,NaN,73,82,84,75,84
250,fixed,NaN,74,82,84,75,84
250,fixed,NaN,75,85,86,77,86
250,fixed,NaN,76,85,87,78,87
250,fixed,NaN,77,87,89,79,89
250,fixed,NaN,78,90,92,82,92
250,fixed,NaN,79,92,94,83,94
250,fixed,NaN,80,94,96,84,96
250,fixed,NaN,81,94,97,85,97
250,fixed,NaN,82,96,99,87,99
250,fixed,NaN,83,96,99,87,99
250,fixed,NaN,84,99,101,90,101
250,fixed,NaN,85,99,101,90,101
250,fixed,NaN,86,100,103,91,103
250,fixed,NaN,87,101,105,92,105
250,fixed,NaN,88,104,107,95,107
250,fixed,NaN,89,106,109,96,109
250,fixed,NaN,90,108,111,98,111
250,fixed,NaN,91,109,112,100,112
250,fixed,NaN,92,110,113,100,113
250,fixed,NaN,93,113,115,102,115
250,fixed,NaN,94,114,116,103,116
250,fixed,NaN,95,116,118,105,118
250,fixed,NaN,96,117,119,105,119
250,fixed,NaN,97,119,120,107,120
250,fixed,NaN,98,119,121,107,121
250,fixed,NaN,99,122,125,110,125
250,fixed,NaN,100,122,125,110,125
250,fixed,NaN,101,125,127,112,127
250,relaxed,NaN,1,1,1,1,1
250,relaxed,NaN,2,3,3,3,3
250,relaxed,NaN,3,6,6,6,6
250,relaxed,NaN,4,8,8,8,8
250,relaxed,NaN,5,10,10,10,10
250,relaxed,NaN,6,11,11,11,11
250,relaxed,NaN,7,12,12,12,12
250,relaxed,NaN,8,12,12,12,12
250,relaxed,NaN,9,13,13,13,13
250,relaxed,NaN,10,13,13,13,13
250,relaxed,NaN,11,14,14,14,14
250,relaxed,NaN,12,14,14,14,14
250,relaxed,NaN,13,15,15,15,15
250,relaxed,NaN,14,15,15,15,15
250,relaxed,NaN,15,15,15,15,15
250,relaxed,NaN,16,15,15,15,15
250,relaxed,NaN,17,15,15,15,15
250,relaxed,NaN,18,16,16,16,16
250,relaxed,NaN,19,16,16,16,16
250,relaxed,NaN,20,16,16,16,16
250,relaxed,NaN,21,16,16,16,16
250,relaxed,NaN,22,17,17,17,17
250,relaxed,NaN,23,17,17,17,17
250,relaxed,NaN,24,17,17,17,17
250,relaxed,NaN,25,17,17,18,18
250,relaxed,NaN,26,17,17,17,17
250,relaxed,NaN,27,18,18,17,18
250,relaxed,NaN,28,18,18,17,18
250,relaxed,NaN,29,18,18,17,18
250,relaxed,NaN,30,18,18,18,18
250,relaxed,NaN,31,18,18,18,18
250,relaxed,NaN,32,18,18,18,18
250,relaxed,NaN,33,19,19,19,19
250,relaxed,NaN,34,19,19,19,19
250,relaxed,NaN,35,19,19,19,19
250,relaxed,NaN,36,19,19,19,19
250,relaxed,NaN,37,19,19,19,19
250,relaxed,NaN,38,19,19,19,19
250,relaxed,NaN,39,20,20,20,20
250,relaxed,NaN,40,20,20,20,20
250,relaxed,NaN,41,20,20,20,20
250,relaxed,NaN,42,21,21,20,21
250,relaxed,NaN,43,21,21,20,21
250,relaxed,NaN,44,21,21,20,21
250,relaxed,NaN,45,22,22,21,22
250,relaxed,NaN,46,22,22,21,22
250,relaxed,NaN,47,22,22,21,22
250,relaxed,NaN,48,23,22,22,23
250,relaxed,NaN,49,23,22,22,23
250,relaxed,NaN,50,23,23,23,23
250,relaxed,NaN,51,24,24,23,24
250,relaxed,NaN,52,24,25,23,25
250,relaxed,NaN,53,25,26,24,26
250,relaxed,NaN,54,25,26,24,26
250,relaxed,NaN,55,26,27,24,27
250,relaxed,NaN,56,27,28,25,28
250,relaxed,NaN,57,28,29,26,29
250,relaxed,NaN,58,29,29,27,29
250,relaxed,NaN,59,30,30,27,30
250,relaxed,NaN,60,30,31,28,31
250,relaxed,NaN,61,30,32,28,32
250,relaxed,NaN,62,32,33,30,33
250,relaxed,NaN,63,33,33,31,33
250,relaxed,NaN,64,34,34,31,34
250,relaxed,NaN,65,35,35,33,35
250,relaxed,NaN,66,35,35,33,35
250,relaxed,NaN,67,36,37,35,37
250,relaxed,NaN,68,37,37,36,37
250,relaxed,NaN,69,38,38,37,38
250,relaxed,NaN,70,39,39,38,39
250,relaxed,NaN,71,39,40,39,40
250,relaxed,NaN,72,41,41,40,41
250,relaxed,NaN,73,41,42,41,42
250,relaxed,NaN,74,42,43,42,43
250,relaxed,NaN,75,43,44,42,44
250,relaxed,NaN,76,45,45,44,45
250,relaxed,NaN,77,45,45,44,45
250,relaxed,NaN,78,47,47,46,47
250,relaxed,NaN,79,47,47,47,47
250,relaxed,NaN,80,49,48,49,49
250,relaxed,NaN,81,49,49,49,49
250,relaxed,NaN,82,50,50,51,51
250,relaxed,NaN,83,50,50,51,51
250,relaxed,NaN,84,52,51,52,52
250,relaxed,NaN,85,52,51,53,53
250,relaxed,NaN,86,53,53,54,54
250,relaxed,NaN,87,54,54,55,55
250,relaxed,NaN,88,55,54,55,55
250,relaxed,NaN,89,56,55,57,57
250,relaxed,NaN,90,56,56,57,57
250,relaxed,NaN,91,56,56,58,58
250,relaxed,NaN,92,56,57,59,59
250,relaxed,NaN,93,58,58,59,59
250,relaxed,NaN,94,58,59,60,60
250,relaxed,NaN,95,59,60,61,61
250,relaxed,NaN,96,60,61,61,61
250,relaxed,NaN,97,61,62,63,63
250,relaxed,NaN,98,61,62,63,63
250,relaxed,NaN,99,62,63,64,64
250,relaxed,NaN,100,63,64,65,65
250,relaxed,NaN,101,63,65,66,66
250,plain,101,1,1,1,1,1
250,plain,101,2,3,3,3,3
250,plain,101,3,6,6,6,6
250,plain,101,4,9,9,9,9
250,plain,101,5,10,10,10,10
250,plain,101,6,12,12,12,12
250,plain,101,7,14,14,14,14
250,plain,101,8,15,15,15,15
250,plain,101,9,15,15,15,15
250,plain,101,10,16,16,16,16
250,plain,101,11,17,17,17,17
250,plain,101,12,17,17,17,17
250,plain,101,13,18,18,18,18
250,plain,101,14,19,19,19,19
250,plain,101,15,19,19,19,19
250,plain,101,16,20,20,20,20
250,plain,101,17,21,21,21,21
250,plain,101,18,21,21,21,21
250,plain,101,19,22,22,22,22
250,plain,101,20,23,23,23,23
250,plain,101,21,23,23,23,23
250,plain,101,22,23,23,23,23
250,plain,101,23,23,23,23,23
250,plain,101,24,24,24,24,24
250,plain,101,25,24,24,24,24
250,plain,101,26,24,24,24,24
250,plain,101,27,25,25,25,25
250,plain,101,28,25,25,25,25
250,plain,101,29,25,25,25,25
250,plain,101,30,26,26,26,26
250,plain,101,31,26,26,26,26
250,plain,101,32,26,26,26,26
250,plain,101,33,27,27,27,27
250,plain,101,34,27,27,27,27
250,plain,101,35,28,28,28,28
250,plain,101,36,28,28,28,28
250,plain,101,37,28,28,28,28
250,plain,101,38,28,28,28,28
250,plain,101,39,29,29,29,29
250,plain,101,40,29,29,29,29
250,plain,101,41,30,30,30,30
250,plain,101,42,30,30,30,30
250,plain,101,43,31,31,31,31
250,plain,101,44,31,31,31,31
250,plain,101,45,31,31,31,31
250,plain,101,46,32,32,32,32
250,plain,101,47,32,32,32,32
250,plain,101,48,33,33,33,33
250,plain,101,49,34,34,34,34
250,plain,101,50,33,33,33,33
250,plain,101,51,34,34,34,34
250,plain,101,52,34,34,34,34
250,plain,101,53,34,34,34,34
250,plain,101,54,34,34,34,34
250,plain,101,55,35,35,35,35
250,plain,101,56,35,35,35,35
250,plain,101,57,36,36,36,36
250,plain,101,58,36,36,36,36
250,plain,101,59,36,36,36,36
250,plain,101,60,36,36,36,36
250,plain,101,61,37,37,37,37
250,plain,101,62,37,37,37,37
250,plain,101,63,37,37,37,37
250,plain,101,64,38,38,38,38
250,plain,101,65,38,38,38,38
250,plain,101,66,39,39,39,39
250,plain,101,67,39,39,39,39
250,plain,101,68,39,39,39,39
250,plain,101,69,40,40,40,40
250,plain,101,70,40,40,40,40
250,plain,101,71,41,41,41,41
250,plain,101,72,40,40,40,40
250,plain,101,73,41,41,41,41
250,plain,101,74,41,41,41,41
250,plain,101,75,41,41,41,41
250,plain,101,76,41,41,41,41
250,plain,101,77,41,41,41,41
250,plain,101,78,42,42,42,42
250,plain,101,79,42,42,42,42
250,plain,101,80,43,43,43,43
250,plain,101,81,43,43,43,43
250,plain,101,82,43,43,43,43
250,plain,101,83,43,43,43,43
250,plain,101,84,44,43,43,44
250,plain,101,85,44,43,43,44
250,plain,101,86,43,43,43,43
250,plain,101,87,44,43,43,44
250,plain,101,88,45,44,44,45
250,plain,101,89,45,44,44,45
250,plain,101,90,46,45,45,46
250,plain,101,91,46,45,45,46
250,plain,101,92,46,45,45,46
250,plain,101,93,47,46,46,47
250,plain,101,94,47,46,46,47
250,plain,101,95,49,47,47,49
250,plain,101,96,49,47,47,49
250,plain,101,97,49,48,48,49
250,plain,101,98,49,47,48,49
250,plain,101,99,50,49,49,50
250,plain,101,100,50,49,49,50
250,plain,202,1,1,1,1,1
250,plain,202,2,3,3,3,3
250,plain,202,3,6,6,6,6
250,plain,202,4,9,9,9,9
250,plain,202,5,10,10,10,10
250,plain,202,6,12,12,12,12
250,plain,202,7,14,14,14,14
250,plain,202,8,15,15,15,15
250,plain,202,9,15,15,15,15
250,plain,202,10,16,16,16,16
250,plain,202,11,17,17,17,17
250,plain,202,12,17,17,17,17
250,plain,202,13,18,18,18,18
250,plain,202,14,19,19,19,19
250,plain,202,15,19,19,19,19
250,plain,202,16,20,20,20,20
250,plain,202,17,21,21,21,21
250,plain,202,18,21,21,21,21
250,plain,202,19,22,22,22,22
250,plain,202,20,23,23,23,23
250,plain,202,21,23,23,23,23
250,plain,202,22,23,23,23,23
250,plain,202,23,23,23,23,23
250,plain,202,24,24,24,24,24
250,plain,202,25,24,24,24,24
250,plain,202,26,24,24,24,24
250,plain,202,27,25,25,25,25
250,plain,202,28,25,25,25,25
250,plain,202,29,25,25,25,25
250,plain,202,30,26,26,26,26
250,plain,202,31,26,26,26,26
250,plain,202,32,26,26,26,26
250,plain,202,33,27,27,27,27
250,plain,202,34,27,27,27,27
250,plain,202,35,28,28,28,28
250,plain,202,36,28,28,28,28
250,plain,202,37,28,28,28,28
250,plain,202,38,28,28,28,28
250,plain,202,39,29,29,29,29
250,plain,202,40,29,29,29,29
250,plain,202,41,30,30,30,30
250,plain,202,42,30,30,30,30
250,plain,202,43,31,31,31,31
250,plain,202,44,31,31,31,31
250,plain,202,45,31,31,31,31
250,plain,202,46,32,32,32,32
250,plain,202,47,32,32,32,32
250,plain,202,48,33,33,33,33
250,plain,202,49,34,34,34,34
250,plain,202,50,33,33,33,33
250,plain,202,51,34,34,34,34
250,plain,202,52,34,34,34,34
250,plain,202,53,34,34,34,34
250,plain,202,54,34,34,34,34
250,plain,202,55,35,35,35,35
250,plain,202,56,35,35,35,35
250,plain,202,57,36,36,36,36
250,plain,202,58,36,36,36,36
250,plain,202,59,36,36,36,36
250,plain,202,60,36,36,36,36
250,plain,202,61,37,37,37,37
250,plain,202,62,37,37,37,37
250,plain,202,63,37,37,37,37
250,plain,202,64,38,38,38,38
250,plain,202,65,38,38,38,38
250,plain,202,66,39,39,39,39
250,plain,202,67,39,39,39,39
250,plain,202,68,39,39,39,39
250,plain,202,69,40,40,40,40
250,plain,202,70,40,40,40,40
250,plain,202,71,41,41,41,41
250,plain,202,72,40,40,40,40
250,plain,202,73,41,41,41,41
250,plain,202,74,41,41,41,41
250,plain,202,75,41,41,41,41
250,plain,202,76,41,41,41,41
250,plain,202,77,41,41,41,41
250,plain,202,78,42,42,42,42
250,plain,202,79,42,42,42,42
250,plain,202,80,43,43,43,43
250,plain,202,81,43,43,43,43
250,plain,202,82,43,43,43,43
250,plain,202,83,43,43,43,43
250,plain,202,84,44,43,43,44
250,plain,202,85,44,43,43,44
250,plain,202,86,43,43,43,43
250,plain,202,87,44,43,43,44
250,plain,202,88,45,44,44,45
250,plain,202,89,45,44,44,45
250,plain,202,90,46,45,45,46
250,plain,202,91,46,45,45,46
250,plain,202,92,46,45,45,46
250,plain,202,93,47,46,46,47
250,plain,202,94,47,46,46,47
250,plain,202,95,49,47,47,49
250,plain,202,96,49,47,47,49
250,plain,202,97,49,48,48,49
250,plain,202,98,49,47,48,49
250,plain,202,99,50,49,49,50
250,plain,202,100,50,49,49,50
250,plain,303,1,1,1,1,1
250,plain,303,2,3,3,3,3
250,plain,303,3,6,6,6,6
250,plain,303,4,9,9,9,9
250,plain,303,5,10,10,10,10
250,plain,303,6,12,12,12,12
250,plain,303,7,14,14,14,14
250,plain,303,8,15,15,15,15
250,plain,303,9,15,15,15,15
250,plain,303,10,16,16,16,16
250,plain,303,11,17,17,17,17
250,plain,303,12,17,17,17,17
250,plain,303,13,18,18,18,18
250,plain,303,14,19,19,19,19
250,plain,303,15,19,19,19,19
250,plain,303,16,20,20,20,20
250,plain,303,17,21,21,21,21
250,plain,303,18,21,21,21,21
250,plain,303,19,22,22,22,22
250,plain,303,20,23,23,23,23
250,plain,303,21,23,23,23,23
250,plain,303,22,23,23,23,23
250,plain,303,23,23,23,23,23
250,plain,303,24,24,24,24,24
250,plain,303,25,24,24,24,24
250,plain,303,26,24,24,24,24
250,plain,303,27,25,25,25,25
250,plain,303,28,25,25,25,25
250,plain,303,29,25,25,25,25
250,plain,303,30,26,26,26,26
250,plain,303,31,26,26,26,26
250,plain,303,32,26,26,26,26
250,plain,303,33,27,27,27,27
250,plain,303,34,27,27,27,27
250,plain,303,35,28,28,28,28
250,plain,303,36,28,28,28,28
250,plain,303,37,28,28,28,28
250,plain,303,38,28,28,28,28
250,plain,303,39,29,29,29,29
250,plain,303,40,29,29,29,29
250,plain,303,41,30,30,30,30
250,plain,303,42,30,30,30,30
250,plain,303,43,31,31,31,31
250,plain,303,44,31,31,31,31
250,plain,303,45,31,31,31,31
250,plain,303,46,32,32,32,32
250,plain,303,47,32,32,32,32
250,plain,303,48,33,33,33,33
250,plain,303,49,34,34,34,34
250,plain,303,50,33,33,33,33
250,plain,303,51,34,34,34,34
250,plain,303,52,34,34,34,34
250,plain,303,53,34,34,34,34
250,plain,303,54,34,34,34,34
