N,method_id,residual_seed,basis_index,mode_1_rank,mode_2_rank,mode_3_rank,maximum_mode_rank
250,plain,303,55,35,35,35,35
250,plain,303,56,35,35,35,35
250,plain,303,57,36,36,36,36
250,plain,303,58,36,36,36,36
250,plain,303,59,36,36,36,36
250,plain,303,60,36,36,36,36
250,plain,303,61,37,37,37,37
250,plain,303,62,37,37,37,37
250,plain,303,63,37,37,37,37
250,plain,303,64,38,38,38,38
250,plain,303,65,38,38,38,38
250,plain,303,66,39,39,39,39
250,plain,303,67,39,39,39,39
250,plain,303,68,39,39,39,39
250,plain,303,69,40,40,40,40
250,plain,303,70,40,40,40,40
250,plain,303,71,41,41,41,41
250,plain,303,72,40,40,40,40
250,plain,303,73,41,41,41,41
250,plain,303,74,41,41,41,41
250,plain,303,75,41,41,41,41
250,plain,303,76,41,41,41,41
250,plain,303,77,41,41,41,41
250,plain,303,78,42,42,42,42
250,plain,303,79,42,42,42,42
250,plain,303,80,43,43,43,43
250,plain,303,81,43,43,43,43
250,plain,303,82,43,43,43,43
250,plain,303,83,43,43,43,43
250,plain,303,84,44,43,43,44
250,plain,303,85,44,43,43,44
250,plain,303,86,43,43,43,43
250,plain,303,87,44,43,43,44
250,plain,303,88,45,44,44,45
250,plain,303,89,45,44,44,45
250,plain,303,90,46,45,45,46
250,plain,303,91,46,45,45,46
250,plain,303,92,46,45,45,46
250,plain,303,93,47,46,46,47
250,plain,303,94,47,46,46,47
250,plain,303,95,49,47,47,49
250,plain,303,96,49,47,47,49
250,plain,303,97,49,48,48,49
250,plain,303,98,49,47,48,49
250,plain,303,99,50,49,49,50
250,plain,303,100,50,49,49,50
250,plain,404,1,1,1,1,1
250,plain,404,2,3,3,3,3
250,plain,404,3,6,6,6,6
250,plain,404,4,9,9,9,9
250,plain,404,5,10,10,10,10
250,plain,404,6,12,12,12,12
250,plain,404,7,14,14,14,14
250,plain,404,8,15,15,15,15
250,plain,404,9,15,15,15,15
250,plain,404,10,16,16,16,16
250,plain,404,11,17,17,17,17
250,plain,404,12,17,17,17,17
250,plain,404,13,18,18,18,18
250,plain,404,14,19,19,19,19
250,plain,404,15,19,19,19,19
250,plain,404,16,20,20,20,20
250,plain,404,17,21,21,21,21
250,plain,404,18,21,21,21,21
250,plain,404,19,22,22,22,22
250,plain,404,20,23,23,23,23
250,plain,404,21,23,23,23,23
250,plain,404,22,23,23,23,23
250,plain,404,23,23,23,23,23
250,plain,404,24,24,24,24,24
250,plain,404,25,24,24,24,24
250,plain,404,26,24,24,24,24
250,plain,404,27,25,25,25,25
250,plain,404,28,25,25,25,25
250,plain,404,29,25,25,25,25
250,plain,404,30,26,26,26,26
250,plain,404,31,26,26,26,26
250,plain,404,32,26,26,26,26
250,plain,404,33,27,27,27,27
250,plain,404,34,27,27,27,27
250,plain,404,35,28,28,28,28
250,plain,404,36,28,28,28,28
250,plain,404,37,28,28,28,28
250,plain,404,38,28,28,28,28
250,plain,404,39,29,29,29,29
250,plain,404,40,29,29,29,29
250,plain,404,41,30,30,30,30
250,plain,404,42,30,30,30,30
250,plain,404,43,31,31,31,31
250,plain,404,44,31,31,31,31
250,plain,404,45,31,31,31,31
250,plain,404,46,32,32,32,32
250,plain,404,47,32,32,32,32
250,plain,404,48,33,33,33,33
250,plain,404,49,34,34,34,34
250,plain,404,50,33,33,33,33
250,plain,404,51,34,34,34,34
250,plain,404,52,34,34,34,34
250,plain,404,53,34,34,34,34
250,plain,404,54,34,34,34,34
250,plain,404,55,35,35,35,35
250,plain,404,56,35,35,35,35
250,plain,404,57,36,36,36,36
250,plain,404,58,36,36,36,36
250,plain,404,59,36,36,36,36
250,plain,404,60,36,36,36,36
250,plain,404,61,37,37,37,37
250,plain,404,62,37,37,37,37
250,plain,404,63,37,37,37,37
250,plain,404,64,38,38,38,38
250,plain,404,65,38,38,38,38
250,plain,404,66,39,39,39,39
250,plain,404,67,39,39,39,39
250,plain,404,68,39,39,39,39
250,plain,404,69,40,40,40,40
250,plain,404,70,40,40,40,40
250,plain,404,71,41,41,41,41
250,plain,404,72,40,40,40,40
250,plain,404,73,41,41,41,41
250,plain,404,74,41,41,41,41
250,plain,404,75,41,41,41,41
250,plain,404,76,41,41,41,41
250,plain,404,77,41,41,41,41
250,plain,404,78,42,42,42,42
250,plain,404,79,42,42,42,42
250,plain,404,80,43,43,43,43
250,plain,404,81,43,43,43,43
250,plain,404,82,43,43,43,43
250,plain,404,83,43,43,43,43
250,plain,404,84,44,43,43,44
250,plain,404,85,44,43,43,44
250,plain,404,86,43,43,43,43
250,plain,404,87,44,43,43,44
250,plain,404,88,45,44,44,45
250,plain,404,89,45,44,44,45
250,plain,404,90,46,45,45,46
250,plain,404,91,46,45,45,46
250,plain,404,92,46,45,45,46
250,plain,404,93,47,46,46,47
250,plain,404,94,47,46,46,47
250,plain,404,95,49,47,47,49
250,plain,404,96,49,47,47,49
250,plain,404,97,49,48,48,49
250,plain,404,98,49,47,48,49
250,plain,404,99,50,49,49,50
250,plain,404,100,50,49,49,50
250,plain,505,1,1,1,1,1
250,plain,505,2,3,3,3,3
250,plain,505,3,6,6,6,6
250,plain,505,4,9,9,9,9
250,plain,505,5,10,10,10,10
250,plain,505,6,12,12,12,12
250,plain,505,7,14,14,14,14
250,plain,505,8,15,15,15,15
250,plain,505,9,15,15,15,15
250,plain,505,10,16,16,16,16
250,plain,505,11,17,17,17,17
250,plain,505,12,17,17,17,17
250,plain,505,13,18,18,18,18
250,plain,505,14,19,19,19,19
250,plain,505,15,19,19,19,19
250,plain,505,16,20,20,20,20
250,plain,505,17,21,21,21,21
250,plain,505,18,21,21,21,21
250,plain,505,19,22,22,22,22
250,plain,505,20,23,23,23,23
250,plain,505,21,23,23,23,23
250,plain,505,22,23,23,23,23
250,plain,505,23,23,23,23,23
250,plain,505,24,24,24,24,24
250,plain,505,25,24,24,24,24
250,plain,505,26,24,24,24,24
250,plain,505,27,25,25,25,25
250,plain,505,28,25,25,25,25
250,plain,505,29,25,25,25,25
250,plain,505,30,26,26,26,26
250,plain,505,31,26,26,26,26
250,plain,505,32,26,26,26,26
250,plain,505,33,27,27,27,27
250,plain,505,34,27,27,27,27
250,plain,505,35,28,28,28,28
250,plain,505,36,28,28,28,28
250,plain,505,37,28,28,28,28
250,plain,505,38,28,28,28,28
250,plain,505,39,29,29,29,29
250,plain,505,40,29,29,29,29
250,plain,505,41,30,30,30,30
250,plain,505,42,30,30,30,30
250,plain,505,43,31,31,31,31
250,plain,505,44,31,31,31,31
250,plain,505,45,31,31,31,31
250,plain,505,46,32,32,32,32
250,plain,505,47,32,32,32,32
250,plain,505,48,33,33,33,33
250,plain,505,49,34,34,34,34
250,plain,505,50,33,33,33,33
250,plain,505,51,34,34,34,34
250,plain,505,52,34,34,34,34
250,plain,505,53,34,34,34,34
250,plain,505,54,34,34,34,34
250,plain,505,55,35,35,35,35
250,plain,505,56,35,35,35,35
250,plain,505,57,36,36,36,36
250,plain,505,58,36,36,36,36
250,plain,505,59,36,36,36,36
250,plain,505,60,36,36,36,36
250,plain,505,61,37,37,37,37
250,plain,505,62,37,37,37,37
250,plain,505,63,37,37,37,37
250,plain,505,64,38,38,38,38
250,plain,505,65,38,38,38,38
250,plain,505,66,39,39,39,39
250,plain,505,67,39,39,39,39
250,plain,505,68,39,39,39,39
250,plain,505,69,40,40,40,40
250,plain,505,70,40,40,40,40
250,plain,505,71,41,41,41,41
250,plain,505,72,40,40,40,40
250,plain,505,73,41,41,41,41
250,plain,505,74,41,41,41,41
250,plain,505,75,41,41,41,41
250,plain,505,76,41,41,41,41
250,plain,505,77,41,41,41,41
250,plain,505,78,42,42,42,42
250,plain,505,79,42,42,42,42
250,plain,505,80,43,43,43,43
250,plain,505,81,43,43,43,43
250,plain,505,82,43,43,43,43
250,plain,505,83,43,43,43,43
250,plain,505,84,44,43,43,44
250,plain,505,85,44,43,43,44
250,plain,505,86,43,43,43,43
250,plain,505,87,44,43,43,44
250,plain,505,88,45,44,44,45
250,plain,505,89,45,44,44,45
250,plain,505,90,46,45,45,46
250,plain,505,91,46,45,45,46
250,plain,505,92,46,45,45,46
250,plain,505,93,47,46,46,47
250,plain,505,94,47,46,46,47
250,plain,505,95,49,47,47,49
250,plain,505,96,49,47,47,49
250,plain,505,97,49,48,48,49
250,plain,505,98,49,47,48,49
250,plain,505,99,50,49,49,50
250,plain,505,100,50,49,49,50
250,rhosvd_sgmres,101,1,1,1,1,1
250,rhosvd_sgmres,101,2,3,3,3,3
250,rhosvd_sgmres,101,3,6,6,6,6
250,rhosvd_sgmres,101,4,9,9,9,9
250,rhosvd_sgmres,101,5,10,10,10,10
250,rhosvd_sgmres,101,6,12,12,12,12
250,rhosvd_sgmres,101,7,14,14,14,14
250,rhosvd_sgmres,101,8,15,15,15,15
250,rhosvd_sgmres,101,9,15,15,15,15
250,rhosvd_sgmres,101,10,16,16,16,16
250,rhosvd_sgmres,101,11,17,17,17,17
250,rhosvd_sgmres,101,12,17,17,17,17
250,rhosvd_sgmres,101,13,18,18,18,18
250,rhosvd_sgmres,101,14,19,19,19,19
250,rhosvd_sgmres,101,15,20,20,20,20
250,rhosvd_sgmres,101,16,20,20,20,20
250,rhosvd_sgmres,101,17,21,21,21,21
250,rhosvd_sgmres,101,18,21,21,21,21
250,rhosvd_sgmres,101,19,22,22,22,22
250,rhosvd_sgmres,101,20,23,23,23,23
250,rhosvd_sgmres,101,21,23,23,23,23
250,rhosvd_sgmres,101,22,23,23,23,23
250,rhosvd_sgmres,101,23,24,24,24,24
250,rhosvd_sgmres,101,24,25,25,25,25
250,rhosvd_sgmres,101,25,25,25,25,25
250,rhosvd_sgmres,101,26,25,25,25,25
250,rhosvd_sgmres,101,27,26,26,26,26
250,rhosvd_sgmres,101,28,27,27,27,27
250,rhosvd_sgmres,101,29,27,27,27,27
250,rhosvd_sgmres,101,30,27,27,27,27
250,rhosvd_sgmres,101,31,27,27,27,27
250,rhosvd_sgmres,101,32,27,27,27,27
250,rhosvd_sgmres,101,33,28,28,28,28
250,rhosvd_sgmres,101,34,29,29,29,29
250,rhosvd_sgmres,101,35,29,29,29,29
250,rhosvd_sgmres,101,36,29,29,29,29
250,rhosvd_sgmres,101,37,30,30,30,30
250,rhosvd_sgmres,101,38,30,30,30,30
250,rhosvd_sgmres,101,39,30,30,30,30
250,rhosvd_sgmres,101,40,31,31,31,31
250,rhosvd_sgmres,101,41,31,31,31,31
250,rhosvd_sgmres,101,42,32,32,32,32
250,rhosvd_sgmres,101,43,32,32,32,32
250,rhosvd_sgmres,101,44,32,32,32,32
250,rhosvd_sgmres,101,45,33,33,33,33
250,rhosvd_sgmres,101,46,33,33,33,33
250,rhosvd_sgmres,101,47,34,34,34,34
250,rhosvd_sgmres,101,48,34,34,34,34
250,rhosvd_sgmres,101,49,34,34,34,34
250,rhosvd_sgmres,101,50,34,34,34,34
250,rhosvd_sgmres,101,51,35,35,35,35
250,rhosvd_sgmres,101,52,35,35,35,35
250,rhosvd_sgmres,101,53,36,36,36,36
250,rhosvd_sgmres,101,54,36,36,36,36
250,rhosvd_sgmres,101,55,36,36,36,36
250,rhosvd_sgmres,101,56,37,37,37,37
250,rhosvd_sgmres,101,57,38,38,38,38
250,rhosvd_sgmres,101,58,38,38,38,38
250,rhosvd_sgmres,101,59,39,39,39,39
250,rhosvd_sgmres,101,60,39,39,39,39
250,rhosvd_sgmres,101,61,40,40,40,40
250,rhosvd_sgmres,101,62,40,40,40,40
250,rhosvd_sgmres,101,63,40,40,40,40
250,rhosvd_sgmres,101,64,41,41,41,41
250,rhosvd_sgmres,101,65,41,41,41,41
250,rhosvd_sgmres,101,66,42,42,42,42
250,rhosvd_sgmres,101,67,42,42,42,42
250,rhosvd_sgmres,101,68,42,42,42,42
250,rhosvd_sgmres,101,69,43,43,43,43
250,rhosvd_sgmres,101,70,43,43,43,43
250,rhosvd_sgmres,101,71,45,45,45,45
250,rhosvd_sgmres,101,72,44,44,44,44
250,rhosvd_sgmres,101,73,45,45,45,45
250,rhosvd_sgmres,101,74,45,45,45,45
250,rhosvd_sgmres,101,75,45,45,45,45
250,rhosvd_sgmres,101,76,45,45,45,45
250,rhosvd_sgmres,101,77,45,45,45,45
250,rhosvd_sgmres,101,78,47,47,47,47
250,rhosvd_sgmres,101,79,47,47,47,47
250,rhosvd_sgmres,101,80,47,47,47,47
250,rhosvd_sgmres,101,81,47,47,47,47
250,rhosvd_sgmres,101,82,48,48,48,48
250,rhosvd_sgmres,101,83,48,48,48,48
250,rhosvd_sgmres,101,84,49,49,49,49
250,rhosvd_sgmres,101,85,49,49,49,49
250,rhosvd_sgmres,101,86,49,49,49,49
250,rhosvd_sgmres,101,87,49,49,49,49
250,rhosvd_sgmres,101,88,50,50,50,50
250,rhosvd_sgmres,101,89,50,50,50,50
250,rhosvd_sgmres,101,90,51,51,50,51
250,rhosvd_sgmres,101,91,52,52,51,52
250,rhosvd_sgmres,101,92,52,53,51,53
250,rhosvd_sgmres,101,93,53,53,53,53
250,rhosvd_sgmres,101,94,53,54,53,54
250,rhosvd_sgmres,101,95,54,54,53,54
250,rhosvd_sgmres,101,96,54,54,53,54
250,rhosvd_sgmres,101,97,55,55,54,55
250,rhosvd_sgmres,101,98,55,54,54,55
250,rhosvd_sgmres,101,99,55,55,54,55
250,rhosvd_sgmres,101,100,55,55,55,55
250,rhosvd_sgmres,202,1,1,1,1,1
250,rhosvd_sgmres,202,2,3,3,3,3
250,rhosvd_sgmres,202,3,6,6,6,6
250,rhosvd_sgmres,202,4,9,9,9,9
250,rhosvd_sgmres,202,5,10,10,10,10
250,rhosvd_sgmres,202,6,12,12,12,12
250,rhosvd_sgmres,202,7,14,14,14,14
250,rhosvd_sgmres,202,8,15,15,15,15
250,rhosvd_sgmres,202,9,15,15,15,15
250,rhosvd_sgmres,202,10,16,16,16,16
250,rhosvd_sgmres,202,11,17,17,17,17
250,rhosvd_sgmres,202,12,17,17,17,17
250,rhosvd_sgmres,202,13,18,18,18,18
250,rhosvd_sgmres,202,14,19,19,19,19
250,rhosvd_sgmres,202,15,20,20,20,20
250,rhosvd_sgmres,202,16,20,20,20,20
250,rhosvd_sgmres,202,17,21,21,21,21
250,rhosvd_sgmres,202,18,21,21,21,21
250,rhosvd_sgmres,202,19,22,22,22,22
250,rhosvd_sgmres,202,20,23,23,23,23
250,rhosvd_sgmres,202,21,23,23,23,23
250,rhosvd_sgmres,202,22,23,23,23,23
250,rhosvd_sgmres,202,23,24,24,24,24
250,rhosvd_sgmres,202,24,25,25,25,25
250,rhosvd_sgmres,202,25,25,25,25,25
250,rhosvd_sgmres,202,26,25,25,25,25
250,rhosvd_sgmres,202,27,26,26,26,26
250,rhosvd_sgmres,202,28,27,27,27,27
250,rhosvd_sgmres,202,29,27,27,27,27
250,rhosvd_sgmres,202,30,27,27,27,27
250,rhosvd_sgmres,202,31,27,27,27,27
250,rhosvd_sgmres,202,32,27,27,27,27
250,rhosvd_sgmres,202,33,28,28,28,28
250,rhosvd_sgmres,202,34,29,29,29,29
250,rhosvd_sgmres,202,35,29,29,29,29
250,rhosvd_sgmres,202,36,29,29,29,29
250,rhosvd_sgmres,202,37,30,30,30,30
250,rhosvd_sgmres,202,38,30,30,30,30
250,rhosvd_sgmres,202,39,30,30,30,30
250,rhosvd_sgmres,202,40,31,31,31,31
250,rhosvd_sgmres,202,41,31,31,31,31
250,rhosvd_sgmres,202,42,32,32,32,32
250,rhosvd_sgmres,202,43,32,32,32,32
250,rhosvd_sgmres,202,44,32,32,32,32
250,rhosvd_sgmres,202,45,33,33,33,33
250,rhosvd_sgmres,202,46,33,33,33,33
250,rhosvd_sgmres,202,47,34,34,34,34
250,rhosvd_sgmres,202,48,34,34,34,34
250,rhosvd_sgmres,202,49,34,34,34,34
250,rhosvd_sgmres,202,50,34,34,34,34
250,rhosvd_sgmres,202,51,35,35,35,35
250,rhosvd_sgmres,202,52,35,35,35,35
250,rhosvd_sgmres,202,53,36,36,36,36
250,rhosvd_sgmres,202,54,36,36,36,36
250,rhosvd_sgmres,202,55,36,36,36,36
250,rhosvd_sgmres,202,56,37,37,37,37
250,rhosvd_sgmres,202,57,38,38,38,38
250,rhosvd_sgmres,202,58,38,38,38,38
250,rhosvd_sgmres,202,59,39,39,39,39
250,rhosvd_sgmres,202,60,39,39,39,39
250,rhosvd_sgmres,202,61,40,40,40,40
250,rhosvd_sgmres,202,62,40,40,40,40
250,rhosvd_sgmres,202,63,40,40,40,40
250,rhosvd_sgmres,202,64,41,41,41,41
250,rhosvd_sgmres,202,65,41,41,41,41
250,rhosvd_sgmres,202,66,42,42,42,42
250,rhosvd_sgmres,202,67,42,42,42,42
250,rhosvd_sgmres,202,68,42,42,42,42
250,rhosvd_sgmres,202,69,43,43,43,43
250,rhosvd_sgmres,202,70,43,43,43,43
250,rhosvd_sgmres,202,71,45,45,45,45
250,rhosvd_sgmres,202,72,44,44,44,44
250,rhosvd_sgmres,202,73,45,45,45,45
250,rhosvd_sgmres,202,74,45,45,45,45
250,rhosvd_sgmres,202,75,45,45,45,45
250,rhosvd_sgmres,202,76,45,45,45,45
250,rhosvd_sgmres,202,77,45,45,45,45
250,rhosvd_sgmres,202,78,47,47,47,47
250,rhosvd_sgmres,202,79,47,47,47,47
250,rhosvd_sgmres,202,80,47,47,47,47
250,rhosvd_sgmres,202,81,47,47,47,47
250,rhosvd_sgmres,202,82,48,48,48,48
250,rhosvd_sgmres,202,83,48,48,48,48
250,rhosvd_sgmres,202,84,48,49,49,49
250,rhosvd_sgmres,202,85,48,49,49,49
250,rhosvd_sgmres,202,86,48,49,49,49
250,rhosvd_sgmres,202,87,48,49,49,49
250,rhosvd_sgmres,202,88,50,50,50,50
250,rhosvd_sgmres,202,89,50,50,50,50
250,rhosvd_sgmres,202,90,50,51,50,51
250,rhosvd_sgmres,202,91,51,52,51,52
250,rhosvd_sgmres,202,92,51,52,51,52
250,rhosvd_sgmres,202,93,53,53,52,53
250,rhosvd_sgmres,202,94,53,54,52,54
250,rhosvd_sgmres,202,95,53,54,53,54
250,rhosvd_sgmres,202,96,53,54,53,54
250,rhosvd_sgmres,202,97,54,56,54,56
250,rhosvd_sgmres,202,98,54,55,54,55
250,rhosvd_sgmres,202,99,55,56,55,56
250,rhosvd_sgmres,202,100,55,56,55,56
250,rhosvd_sgmres,303,1,1,1,1,1
250,rhosvd_sgmres,303,2,3,3,3,3
250,rhosvd_sgmres,303,3,6,6,6,6
250,rhosvd_sgmres,303,4,9,9,9,9
250,rhosvd_sgmres,303,5,10,10,10,10
250,rhosvd_sgmres,303,6,12,12,12,12
250,rhosvd_sgmres,303,7,14,14,14,14
250,rhosvd_sgmres,303,8,15,15,15,15
250,rhosvd_sgmres,303,9,15,15,15,15
250,rhosvd_sgmres,303,10,16,16,16,16
250,rhosvd_sgmres,303,11,17,17,17,17
250,rhosvd_sgmres,303,12,17,17,17,17
250,rhosvd_sgmres,303,13,18,18,18,18
250,rhosvd_sgmres,303,14,19,19,19,19
250,rhosvd_sgmres,303,15,20,20,20,20
250,rhosvd_sgmres,303,16,20,20,20,20
250,rhosvd_sgmres,303,17,21,21,21,21
250,rhosvd_sgmres,303,18,21,21,21,21
250,rhosvd_sgmres,303,19,22,22,22,22
250,rhosvd_sgmres,303,20,23,23,23,23
250,rhosvd_sgmres,303,21,23,23,23,23
250,rhosvd_sgmres,303,22,23,23,23,23
250,rhosvd_sgmres,303,23,24,24,24,24
250,rhosvd_sgmres,303,24,25,25,25,25
250,rhosvd_sgmres,303,25,25,25,25,25
250,rhosvd_sgmres,303,26,25,25,25,25
250,rhosvd_sgmres,303,27,26,26,26,26
250,rhosvd_sgmres,303,28,27,27,27,27
250,rhosvd_sgmres,303,29,27,27,27,27
250,rhosvd_sgmres,303,30,27,27,27,27
250,rhosvd_sgmres,303,31,27,27,27,27
250,rhosvd_sgmres,303,32,27,27,27,27
250,rhosvd_sgmres,303,33,28,28,28,28
250,rhosvd_sgmres,303,34,29,29,29,29
250,rhosvd_sgmres,303,35,29,29,29,29
250,rhosvd_sgmres,303,36,29,29,29,29
250,rhosvd_sgmres,303,37,30,30,30,30
250,rhosvd_sgmres,303,38,30,30,30,30
250,rhosvd_sgmres,303,39,30,30,30,30
250,rhosvd_sgmres,303,40,31,31,31,31
250,rhosvd_sgmres,303,41,31,31,31,31
250,rhosvd_sgmres,303,42,32,32,32,32
250,rhosvd_sgmres,303,43,32,32,32,32
250,rhosvd_sgmres,303,44,32,32,32,32
250,rhosvd_sgmres,303,45,33,33,33,33
250,rhosvd_sgmres,303,46,33,33,33,33
250,rhosvd_sgmres,303,47,34,34,34,34
250,rhosvd_sgmres,303,48,34,34,34,34
250,rhosvd_sgmres,303,49,34,34,34,34
250,rhosvd_sgmres,303,50,34,34,34,34
250,rhosvd_sgmres,303,51,35,35,35,35
250,rhosvd_sgmres,303,52,35,35,35,35
250,rhosvd_sgmres,303,53,36,36,36,36
250,rhosvd_sgmres,303,54,36,36,36,36
250,rhosvd_sgmres,303,55,36,36,36,36
250,rhosvd_sgmres,303,56,37,37,37,37
250,rhosvd_sgmres,303,57,38,38,38,38
250,rhosvd_sgmres,303,58,38,38,38,38
250,rhosvd_sgmres,303,59,39,39,39,39
250,rhosvd_sgmres,303,60,39,39,39,39
250,rhosvd_sgmres,303,61,40,40,40,40
250,rhosvd_sgmres,303,62,40,40,40,40
250,rhosvd_sgmres,303,63,40,40,40,40
250,rhosvd_sgmres,303,64,41,41,41,41
250,rhosvd_sgmres,303,65,41,41,41,41
250,rhosvd_sgmres,303,66,42,42,42,42
250,rhosvd_sgmres,303,67,42,42,42,42
250,rhosvd_sgmres,303,68,42,42,42,42
250,rhosvd_sgmres,303,69,43,43,43,43
250,rhosvd_sgmres,303,70,43,43,43,43
250,rhosvd_sgmres,303,71,45,45,45,45
250,rhosvd_sgmres,303,72,44,44,44,44
250,rhosvd_sgmres,303,73,45,45,45,45
250,rhosvd_sgmres,303,74,45,45,45,45
250,rhosvd_sgmres,303,75,45,45,45,45
250,rhosvd_sgmres,303,76,45,45,45,45
250,rhosvd_sgmres,303,77,45,45,45,45
250,rhosvd_sgmres,303,78,47,47,47,47
250,rhosvd_sgmres,303,79,47,47,47,47
250,rhosvd_sgmres,303,80,47,47,47,47
250,rhosvd_sgmres,303,81,47,47,47,47
250,rhosvd_sgmres,303,82,48,48,48,48
250,rhosvd_sgmres,303,83,48,48,48,48
250,rhosvd_sgmres,303,84,49,49,49,49
250,rhosvd_sgmres,303,85,49,49,49,49
250,rhosvd_sgmres,303,86,49,49,49,49
250,rhosvd_sgmres,303,87,49,49,49,49
250,rhosvd_sgmres,303,88,50,50,50,50
250,rhosvd_sgmres,303,89,50,50,51,51
250,rhosvd_sgmres,303,90,50,50,51,51
250,rhosvd_sgmres,303,91,51,52,53,53
250,rhosvd_sgmres,303,92,51,53,52,53
250,rhosvd_sgmres,303,93,52,54,53,54
250,rhosvd_sgmres,303,94,52,54,53,54
250,rhosvd_sgmres,303,95,53,54,54,54
250,rhosvd_sgmres,303,96,53,54,54,54
250,rhosvd_sgmres,303,97,54,55,55,55
250,rhosvd_sgmres,303,98,54,54,55,55
250,rhosvd_sgmres,303,99,55,55,56,56
250,rhosvd_sgmres,303,100,56,55,57,57
250,rhosvd_sgmres,404,1,1,1,1,1
250,rhosvd_sgmres,404,2,3,3,3,3
250,rhosvd_sgmres,404,3,6,6,6,6
250,rhosvd_sgmres,404,4,9,9,9,9
250,rhosvd_sgmres,404,5,10,10,10,10
250,rhosvd_sgmres,404,6,12,12,12,12
250,rhosvd_sgmres,404,7,14,14,14,14
250,rhosvd_sgmres,404,8,15,15,15,15
250,rhosvd_sgmres,404,9,15,15,15,15
250,rhosvd_sgmres,404,10,16,16,16,16
250,rhosvd_sgmres,404,11,17,17,17,17
250,rhosvd_sgmres,404,12,17,17,17,17
250,rhosvd_sgmres,404,13,18,18,18,18
250,rhosvd_sgmres,404,14,19,19,19,19
250,rhosvd_sgmres,404,15,20,20,20,20
250,rhosvd_sgmres,404,16,20,20,20,20
250,rhosvd_sgmres,404,17,21,21,21,21
250,rhosvd_sgmres,404,18,21,21,21,21
250,rhosvd_sgmres,404,19,22,22,22,22
250,rhosvd_sgmres,404,20,23,23,23,23
250,rhosvd_sgmres,404,21,23,23,23,23
250,rhosvd_sgmres,404,22,23,23,23,23
250,rhosvd_sgmres,404,23,24,24,24,24
250,rhosvd_sgmres,404,24,25,25,25,25
250,rhosvd_sgmres,404,25,25,25,25,25
250,rhosvd_sgmres,404,26,25,25,25,25
250,rhosvd_sgmres,404,27,26,26,26,26
250,rhosvd_sgmres,404,28,27,27,27,27
250,rhosvd_sgmres,404,29,27,27,27,27
250,rhosvd_sgmres,404,30,27,27,27,27
250,rhosvd_sgmres,404,31,27,27,27,27
250,rhosvd_sgmres,404,32,27,27,27,27
250,rhosvd_sgmres,404,33,28,28,28,28
250,rhosvd_sgmres,404,34,29,29,29,29
250,rhosvd_sgmres,404,35,29,29,29,29
250,rhosvd_sgmres,404,36,29,29,29,29
250,rhosvd_sgmres,404,37,30,30,30,30
250,rhosvd_sgmres,404,38,30,30,30,30
250,rhosvd_sgmres,404,39,30,30,30,30
250,rhosvd_sgmres,404,40,31,31,31,31
250,rhosvd_sgmres,404,41,31,31,31,31
250,rhosvd_sgmres,404,42,32,32,32,32
250,rhosvd_sgmres,404,43,32,32,32,32
250,rhosvd_sgmres,404,44,32,32,32,32
250,rhosvd_sgmres,404,45,33,33,33,33
250,rhosvd_sgmres,404,46,33,33,33,33
250,rhosvd_sgmres,404,47,34,34,34,34
250,rhosvd_sgmres,404,48,34,34,34,34
250,rhosvd_sgmres,404,49,34,34,34,34
250,rhosvd_sgmres,404,50,34,34,34,34
250,rhosvd_sgmres,404,51,35,35,35,35
250,rhosvd_sgmres,404,52,35,35,35,35
250,rhosvd_sgmres,404,53,36,36,36,36
250,rhosvd_sgmres,404,54,36,36,36,36
250,rhosvd_sgmres,404,55,36,36,36,36
250,rhosvd_sgmres,404,56,37,37,37,37
250,rhosvd_sgmres,404,57,38,38,38,38
250,rhosvd_sgmres,404,58,38,38,38,38
250,rhosvd_sgmres,404,59,39,39,39,39
250,rhosvd_sgmres,404,60,39,39,39,39
250,rhosvd_sgmres,404,61,40,40,40,40
250,rhosvd_sgmres,404,62,40,40,40,40
250,rhosvd_sgmres,404,63,40,40,40,40
250,rhosvd_sgmres,404,64,41,41,41,41
250,rhosvd_sgmres,404,65,41,41,41,41
250,rhosvd_sgmres,404,66,42,42,42,42
250,rhosvd_sgmres,404,67,42,42,42,42
250,rhosvd_sgmres,404,68,42,42,42,42
250,rhosvd_sgmres,404,69,43,43,43,43
250,rhosvd_sgmres,404,70,43,43,43,43
250,rhosvd_sgmres,404,71,45,45,45,45
250,rhosvd_sgmres,404,72,44,44,44,44
250,rhosvd_sgmres,404,73,45,45,45,45
250,rhosvd_sgmres,404,74,45,45,45,45
250,rhosvd_sgmres,404,75,45,45,45,45
250,rhosvd_sgmres,404,76,45,45,45,45
250,rhosvd_sgmres,404,77,45,45,45,45
250,rhosvd_sgmres,404,78,47,47,47,47
250,rhosvd_sgmres,404,79,47,47,47,47
250,rhosvd_sgmres,404,80,47,47,47,47
250,rhosvd_sgmres,404,81,47,47,47,47
250,rhosvd_sgmres,404,82,48,48,48,48
250,rhosvd_sgmres,404,83,48,48,48,48
250,rhosvd_sgmres,404,84,49,49,49,49
250,rhosvd_sgmres,404,85,49,49,49,49
250,rhosvd_sgmres,404,86,49,49,49,49
250,rhosvd_sgmres,404,87,49,49,49,49
250,rhosvd_sgmres,404,88,50,50,50,50
250,rhosvd_sgmres,404,89,51,50,51,51
250,rhosvd_sgmres,404,90,51,50,52,52
