phase,measured,N,number_of_unknowns,preconditioner_tucker_rank,preconditioner_spectral_delta,preconditioner_condition_number,preconditioner_setup_time_sec,method_index,method_id,method_name,repeat_index,order_position,iterations,passed,stop_reason,final_original_true_relative_residual,final_computed_preconditioned_relative_residual,final_independent_preconditioned_relative_residual,preconditioned_residual_gap,solver_time_sec,diagnostic_time_sec,wall_time_sec,outer_call_time_sec,basis_storage_mib,maximum_basis_rank,solution_mode_1_rank,solution_mode_2_rank,solution_mode_3_rank,rank_cap_active,maximum_operator_error_to_tolerance_ratio,maximum_orthogonalisation_error_to_tolerance_ratio,preallocated_full_basis_gib,conservative_full_array_estimate_gib
measured,1,200,8000000,8,0.0586364180688692,1.11667759656164,0.202087083333333,2,fixed,Fixed Tucker-GMRES,1,2,4,1,iteration_limit,1.82175891810779e-07,1.11158848696085e-13,6.33516092070347e-11,6.32404503583387e-11,1.37285875,0.29238575,1.666834625,1.66804416666667,4.67648315429688,73,12,12,12,0,0.919101556196225,0.892901799314696,0.298023223876953,1.07288360595703
measured,1,200,8000000,8,0.0586364180688692,1.11667759656164,0.332532875,3,relaxed,Relaxed Tucker-GMRES,1,3,4,0,computed_preconditioned_target,4.19544279587839e-07,1.92355545132714e-16,1.59616983789381e-10,1.59616791433836e-10,0.325417875,0.309848541666667,0.637033041666667,0.638243041666667,0.603973388671875,22,12,12,12,0,0.958778620821649,0.914230665611411,0.298023223876953,1.07288360595703
measured,1,200,8000000,8,0.0586364180688692,1.11667759656164,0.2121815,2,fixed,Fixed Tucker-GMRES,2,1,4,1,iteration_limit,1.82175891810779e-07,1.11158848696085e-13,6.33516092070347e-11,6.32404503583387e-11,1.65419554166667,0.323663583333333,1.98027191666667,1.98178995833333,4.67648315429688,73,12,12,12,0,0.919101556196225,0.892901799314696,0.298023223876953,1.07288360595703
measured,1,200,8000000,8,0.0586364180688692,1.11667759656164,0.1913215,3,relaxed,Relaxed Tucker-GMRES,2,2,4,0,computed_preconditioned_target,4.19544279587839e-07,1.92355545132714e-16,1.59616983789381e-10,1.59616791433836e-10,0.323001708333333,0.445585208333333,0.76994725,0.771214,0.603973388671875,22,12,12,12,0,0.958778620821649,0.914230665611411,0.298023223876953,1.07288360595703
measured,1,200,8000000,8,0.0586364180688692,1.11667759656164,0.256454416666667,1,full,Preconditioned full GMRES,2,3,4,1,cycle_length,3.31286440828815e-10,1.51418316030585e-13,1.51413131451785e-13,5.18457880047446e-18,2.5983815,0.420840083333333,3.01923220833333,3.022150125,305.17578125,NaN,NaN,NaN,NaN,0,NaN,NaN,0.298023223876953,1.07288360595703
measured,1,200,8000000,8,0.0586364180688692,1.11667759656164,0.170344083333333,3,relaxed,Relaxed Tucker-GMRES,3,1,4,0,computed_preconditioned_target,4.19544279587839e-07,1.92355545132714e-16,1.59616983789381e-10,1.59616791433836e-10,0.29539175,0.275373833333333,0.57211825,0.573444,0.603973388671875,22,12,12,12,0,0.958778620821649,0.914230665611411,0.298023223876953,1.07288360595703
measured,1,200,8000000,8,0.0586364180688692,1.11667759656164,0.163508208333333,1,full,Preconditioned full GMRES,3,2,4,1,cycle_length,3.31286440828815e-10,1.51418316030585e-13,1.51413131451785e-13,5.18457880047446e-18,2.61950083333333,0.397491625,3.01700179166667,3.01932833333333,305.17578125,NaN,NaN,NaN,NaN,0,NaN,NaN,0.298023223876953,1.07288360595703
measured,1,200,8000000,8,0.0586364180688692,1.11667759656164,0.164482,2,fixed,Fixed Tucker-GMRES,3,3,4,1,iteration_limit,1.82175891810779e-07,1.11158848696085e-13,6.33516092070347e-11,6.32404503583387e-11,1.10014225,0.229430583333333,1.33132729166667,1.3323655,4.67648315429688,73,12,12,12,0,0.919101556196225,0.892901799314696,0.298023223876953,1.07288360595703
measured,1,250,15625000,9,0.0446634764104692,1.08253548475397,0.335459958333333,1,full,Preconditioned full GMRES,1,1,4,1,cycle_length,7.07389356190019e-11,2.81691196964206e-14,2.91788403868499e-14,1.00972069042938e-15,5.3159375,1.001667875,6.317644375,6.389302,596.046447753906,NaN,NaN,NaN,NaN,0,NaN,NaN,0.582076609134674,2.09547579288483
measured,1,250,15625000,9,0.0446634764104692,1.08253548475397,0.230682125,2,fixed,Fixed Tucker-GMRES,1,2,4,1,computed_preconditioned_floor,3.43962154575798e-07,2.09757401130175e-14,7.32128315231207e-11,7.31918557830077e-11,2.27017366666667,0.395237625,2.66757754166667,2.66960429166667,8.25971984863281,89,12,12,12,0,0.937492590596304,0.92168840861335,0.582076609134674,2.09547579288483
measured,1,250,15625000,9,0.0446634764104692,1.08253548475397,0.248752,3,relaxed,Relaxed Tucker-GMRES,1,3,4,1,iteration_limit,4.68358992374808e-07,1.27781907491226e-12,9.73204443026849e-11,9.60426252277726e-11,0.509060791666667,0.354350458333333,0.865004875,0.865898666666667,0.767356872558594,23,12,12,12,0,0.869196875650627,0.870506015771266,0.582076609134674,2.09547579288483
measured,1,250,15625000,9,0.0446634764104692,1.08253548475397,0.225299791666667,2,fixed,Fixed Tucker-GMRES,2,1,4,1,computed_preconditioned_floor,3.43962154575798e-07,2.09757401130175e-14,7.32128315231207e-11,7.31918557830077e-11,3.07474829166667,0.436138916666667,3.51320420833333,3.51495820833333,8.25971984863281,89,12,12,12,0,0.937492590596304,0.92168840861335,0.582076609134674,2.09547579288483
measured,1,250,15625000,9,0.0446634764104692,1.08253548475397,0.245664541666667,3,relaxed,Relaxed Tucker-GMRES,2,2,4,1,iteration_limit,4.68358992374808e-07,1.27781907491226e-12,9.73204443026849e-11,9.60426252277726e-11,0.434727333333333,0.365236125,0.80152425,0.802817458333333,0.767356872558594,23,12,12,12,0,0.869196875650627,0.870506015771266,0.582076609134674,2.09547579288483
measured,1,250,15625000,9,0.0446634764104692,1.08253548475397,0.23732025,1,full,Preconditioned full GMRES,2,3,4,1,cycle_length,7.07389356190019e-11,2.81691196964206e-14,2.91788403868499e-14,1.00972069042938e-15,4.63813941666667,0.751968541666667,5.39012091666667,5.41622325,596.046447753906,NaN,NaN,NaN,NaN,0,NaN,NaN,0.582076609134674,2.09547579288483
measured,1,250,15625000,9,0.0446634764104692,1.08253548475397,0.260383041666667,3,relaxed,Relaxed Tucker-GMRES,3,1,4,1,iteration_limit,4.68358992374808e-07,1.27781907491226e-12,9.73204443026849e-11,9.60426252277726e-11,0.465612958333333,0.437657125,0.904998791666667,0.906337416666667,0.767356872558594,23,12,12,12,0,0.869196875650627,0.870506015771266,0.582076609134674,2.09547579288483
measured,1,250,15625000,9,0.0446634764104692,1.08253548475397,0.253379041666667,1,full,Preconditioned full GMRES,3,2,4,1,cycle_length,7.07389356190019e-11,2.81691196964206e-14,2.91788403868499e-14,1.00972069042938e-15,4.27528529166667,0.700349791666667,4.97564425,4.98448908333333,596.046447753906,NaN,NaN,NaN,NaN,0,NaN,NaN,0.582076609134674,2.09547579288483
measured,1,250,15625000,9,0.0446634764104692,1.08253548475397,0.263386666666667,2,fixed,Fixed Tucker-GMRES,3,3,4,1,computed_preconditioned_floor,3.43962154575798e-07,2.09757401130175e-14,7.32128315231207e-11,7.31918557830077e-11,2.18471204166667,0.37455125,2.56098204166667,2.56226358333333,8.25971984863281,89,12,12,12,0,0.937492590596304,0.92168840861335,0.582076609134674,2.09547579288483
measured,1,300,27000000,9,0.0651005613636253,1.13043020408938,0.325808791666667,1,full,Preconditioned full GMRES,1,1,4,1,cycle_length,3.16325408301007e-10,6.33029277984497e-14,6.19744438136874e-14,1.32848398476231e-15,9.49723391666667,2.05486779166667,11.5522192916667,11.5737013333333,1029.96826171875,NaN,NaN,NaN,NaN,0,NaN,NaN,1.00582838058472,3.62098217010498
measured,1,300,27000000,9,0.0651005613636253,1.13043020408938,0.308742458333333,2,fixed,Fixed Tucker-GMRES,1,2,4,1,iteration_limit,2.73674526962275e-07,5.96446426240324e-14,4.67790842855522e-11,4.67194396429282e-11,3.1987485,0.445113125,3.64577329166667,3.64800608333333,8.04831695556641,86,13,13,13,0,0.919382690706766,0.932416280972983,1.00582838058472,3.62098217010498
measured,1,300,27000000,9,0.0651005613636253,1.13043020408938,0.329599,3,relaxed,Relaxed Tucker-GMRES,1,3,4,1,iteration_limit,6.36190220123328e-07,2.23080834844821e-12,9.76012013541232e-11,9.5370393005675e-11,0.491516625,0.489139666666667,0.982115333333333,0.9831535,0.862648010253906,21,13,13,13,0,0.87965337126,0.967999497238757,1.00582838058472,3.62098217010498
measured,1,300,27000000,9,0.0651005613636253,1.13043020408938,0.316468666666667,2,fixed,Fixed Tucker-GMRES,2,1,4,1,iteration_limit,2.73674526962275e-07,5.96446426240324e-14,4.67790842855522e-11,4.67194396429282e-11,3.44456691666667,0.505537416666667,3.95238970833333,3.95359858333333,8.04831695556641,86,13,13,13,0,0.919382690706766,0.932416280972983,1.00582838058472,3.62098217010498
measured,1,300,27000000,9,0.0651005613636253,1.13043020408938,0.319933875,3,relaxed,Relaxed Tucker-GMRES,2,2,4,1,iteration_limit,6.36190220123328e-07,2.23080834844821e-12,9.76012013541232e-11,9.5370393005675e-11,0.498156125,0.454355833333333,0.954651791666667,0.956080375,0.862648010253906,21,13,13,13,0,0.87965337126,0.967999497238757,1.00582838058472,3.62098217010498
measured,1,300,27000000,9,0.0651005613636253,1.13043020408938,0.304364666666667,1,full,Preconditioned full GMRES,2,3,4,1,cycle_length,3.16325408301007e-10,6.33029277984497e-14,6.19744438136874e-14,1.32848398476231e-15,9.6227425,1.868062,11.4908425833333,11.512656375,1029.96826171875,NaN,NaN,NaN,NaN,0,NaN,NaN,1.00582838058472,3.62098217010498
measured,1,300,27000000,9,0.0651005613636253,1.13043020408938,0.31665475,3,relaxed,Relaxed Tucker-GMRES,3,1,4,1,iteration_limit,6.36190220123328e-07,2.23080834844821e-12,9.76012013541232e-11,9.5370393005675e-11,0.543069416666667,0.48448275,1.02960125,1.03096425,0.862648010253906,21,13,13,13,0,0.87965337126,0.967999497238757,1.00582838058472,3.62098217010498
measured,1,300,27000000,9,0.0651005613636253,1.13043020408938,0.305332416666667,1,full,Preconditioned full GMRES,3,2,4,1,cycle_length,3.16325408301007e-10,6.33029277984497e-14,6.19744438136874e-14,1.32848398476231e-15,9.08934283333333,1.63525808333333,10.7246684583333,10.7505254166667,1029.96826171875,NaN,NaN,NaN,NaN,0,NaN,NaN,1.00582838058472,3.62098217010498
measured,1,300,27000000,9,0.0651005613636253,1.13043020408938,0.321144541666667,2,fixed,Fixed Tucker-GMRES,3,3,4,1,iteration_limit,2.73674526962275e-07,5.96446426240324e-14,4.67790842855522e-11,4.67194396429282e-11,2.8646735,0.498426708333333,3.36529516666667,3.36638779166667,8.04831695556641,86,13,13,13,0,0.919382690706766,0.932416280972983,1.00582838058472,3.62098217010498
measured,1,350,42875000,9,0.087937645126736,1.19130249905604,0.481457916666667,1,full,Preconditioned full GMRES,1,1,4,1,cycle_length,1.21722050589425e-09,2.48264001786179e-13,2.46990382196205e-13,1.27361958997472e-15,23.2521174166667,7.53640020833333,30.7887620416667,30.8565550833333,1635.55145263672,NaN,NaN,NaN,NaN,0,NaN,NaN,1.59721821546555,5.74998557567596
measured,1,350,42875000,9,0.087937645126736,1.19130249905604,0.493345875,2,fixed,Fixed Tucker-GMRES,1,2,4,1,iteration_limit,4.68313256239329e-07,1.43841250104097e-13,6.21472628116523e-11,6.20034215615482e-11,5.155060625,0.657720833333333,5.81606345833333,5.81799829166667,8.31146240234375,86,13,13,13,0,0.927338880711117,0.939217127177206,1.59721821546555,5.74998557567596
measured,1,350,42875000,9,0.087937645126736,1.19130249905604,0.51274725,3,relaxed,Relaxed Tucker-GMRES,1,3,4,0,iteration_limit,1.10704713811193e-06,3.95505163333494e-12,1.83466071832455e-10,1.7951102019912e-10,0.544912083333333,0.668290041666667,1.21496758333333,1.21620391666667,0.990982055664062,22,13,13,13,0,0.950509227200283,0.96250407005534,1.59721821546555,5.74998557567596
measured,1,350,42875000,9,0.087937645126736,1.19130249905604,0.586040291666667,2,fixed,Fixed Tucker-GMRES,2,1,4,1,iteration_limit,4.68313256239329e-07,1.43841250104097e-13,6.21472628116523e-11,6.20034215615482e-11,3.51826554166667,0.457416166666667,3.9779425,3.97987283333333,8.31146240234375,86,13,13,13,0,0.927338880711117,0.939217127177206,1.59721821546555,5.74998557567596
measured,1,350,42875000,9,0.087937645126736,1.19130249905604,0.556585041666667,3,relaxed,Relaxed Tucker-GMRES,2,2,4,0,iteration_limit,1.10704713811193e-06,3.95505163333494e-12,1.83466071832455e-10,1.7951102019912e-10,0.498022,0.752112125,1.25218933333333,1.2532925,0.990982055664062,22,13,13,13,0,0.950509227200283,0.96250407005534,1.59721821546555,5.74998557567596
measured,1,350,42875000,9,0.087937645126736,1.19130249905604,0.537021375,1,full,Preconditioned full GMRES,2,3,4,1,cycle_length,1.21722050589425e-09,2.48264001786179e-13,2.46990382196205e-13,1.27361958997472e-15,29.1184540833333,5.524300375,34.643388,34.891622,1635.55145263672,NaN,NaN,NaN,NaN,0,NaN,NaN,1.59721821546555,5.74998557567596
measured,1,350,42875000,9,0.087937645126736,1.19130249905604,0.497403416666667,3,relaxed,Relaxed Tucker-GMRES,3,1,4,0,iteration_limit,1.10704713811193e-06,3.95505163333494e-12,1.83466071832455e-10,1.7951102019912e-10,0.518795541666667,0.476577083333333,0.997226916666667,0.998449583333333,0.990982055664062,22,13,13,13,0,0.950509227200283,0.96250407005534,1.59721821546555,5.74998557567596
measured,1,350,42875000,9,0.087937645126736,1.19130249905604,0.495697541666667,1,full,Preconditioned full GMRES,3,2,4,1,cycle_length,1.21722050589425e-09,2.48264001786179e-13,2.46990382196205e-13,1.27361958997472e-15,26.784380625,6.06727266666667,32.85172925,33.0114702083333,1635.55145263672,NaN,NaN,NaN,NaN,0,NaN,NaN,1.59721821546555,5.74998557567596
measured,1,350,42875000,9,0.087937645126736,1.19130249905604,0.559531916666667,2,fixed,Fixed Tucker-GMRES,3,3,4,1,iteration_limit,4.68313256239329e-07,1.43841250104097e-13,6.21472628116523e-11,6.20034215615482e-11,5.455408,1.05457329166667,6.51267104166667,6.51561929166667,8.31146240234375,86,13,13,13,0,0.927338880711117,0.939217127177206,1.59721821546555,5.74998557567596
measured,1,400,64000000,10,0.0615531091956525,1.11177969927363,1.80854220833333,1,full,Preconditioned full GMRES,1,1,4,1,cycle_length,1.87085333577026e-10,7.08361242902702e-14,6.81149385374825e-14,2.72118575278767e-15,221.602175041667,32.845852375,254.448809875,257.450665958333,2441.40625,NaN,NaN,NaN,NaN,0,NaN,NaN,2.38418579101562,8.58306884765625
measured,1,400,64000000,10,0.0615531091956525,1.11177969927363,2.98270266666667,2,fixed,Fixed Tucker-GMRES,1,2,4,1,computed_preconditioned_floor,5.54833366210546e-07,2.1364460852266e-14,4.96230132345143e-11,4.9601648773662e-11,38.491681375,4.25217783333333,42.752653125,42.768903125,13.128059387207,102,13,13,13,0,0.959178422015915,0.920476744253412,2.38418579101562,8.58306884765625
measured,1,400,64000000,10,0.0615531091956525,1.11177969927363,2.93956454166667,3,relaxed,Relaxed Tucker-GMRES,1,3,4,1,iteration_limit,7.71372456409489e-07,6.46927554994573e-13,9.39468675779393e-11,9.32999400229448e-11,5.33943629166667,3.98049629166667,9.32634891666667,9.34062216666667,1.23698425292969,25,13,13,13,0,0.940147865163283,0.854755331363926,2.38418579101562,8.58306884765625
measured,1,400,64000000,10,0.0615531091956525,1.11177969927363,3.17460433333333,2,fixed,Fixed Tucker-GMRES,2,1,4,1,computed_preconditioned_floor,5.54833366210546e-07,2.1364460852266e-14,4.96230132345143e-11,4.9601648773662e-11,40.6842435,3.91624320833333,44.619862375,44.6245016666667,13.128059387207,102,13,13,13,0,0.959178422015915,0.920476744253412,2.38418579101562,8.58306884765625
measured,1,400,64000000,10,0.0615531091956525,1.11177969927363,3.54270216666667,3,relaxed,Relaxed Tucker-GMRES,2,2,4,1,iteration_limit,7.71372456409489e-07,6.46927554994573e-13,9.39468675779393e-11,9.32999400229448e-11,3.42464041666667,3.168099375,6.59942820833333,6.60765304166667,1.23698425292969,25,13,13,13,0,0.940147865163283,0.854755331363926,2.38418579101562,8.58306884765625
measured,1,400,64000000,10,0.0615531091956525,1.11177969927363,2.98852025,1,full,Preconditioned full GMRES,2,3,4,1,cycle_length,1.87085333577026e-10,7.08361242902702e-14,6.81149385374825e-14,2.72118575278767e-15,220.614249291667,37.36594825,257.980856583333,259.417324916667,2441.40625,NaN,NaN,NaN,NaN,0,NaN,NaN,2.38418579101562,8.58306884765625
measured,1,400,64000000,10,0.0615531091956525,1.11177969927363,3.46779795833333,3,relaxed,Relaxed Tucker-GMRES,3,1,4,1,iteration_limit,7.71372456409489e-07,6.46927554994573e-13,9.39468675779393e-11,9.32999400229448e-11,3.65154654166667,3.462505375,7.12542616666667,7.13500366666667,1.23698425292969,25,13,13,13,0,0.940147865163283,0.854755331363926,2.38418579101562,8.58306884765625
measured,1,400,64000000,10,0.0615531091956525,1.11177969927363,3.189881,1,full,Preconditioned full GMRES,3,2,4,1,cycle_length,1.87085333577026e-10,7.08361242902702e-14,6.81149385374825e-14,2.72118575278767e-15,231.0090815,40.2605491666667,271.270249541667,273.6943535,2441.40625,NaN,NaN,NaN,NaN,0,NaN,NaN,2.38418579101562,8.58306884765625
measured,1,400,64000000,10,0.0615531091956525,1.11177969927363,3.03201716666667,2,fixed,Fixed Tucker-GMRES,3,3,4,1,computed_preconditioned_floor,5.54833366210546e-07,2.1364460852266e-14,4.96230132345143e-11,4.9601648773662e-11,39.3225620416667,3.767107875,43.0969994583333,43.1016674166667,13.128059387207,102,13,13,13,0,0.959178422015915,0.920476744253412,2.38418579101562,8.58306884765625
