Rank,HOSVD_RelErr,RHOSVD_RelErrMean,RHOSVD_RelErrStd,STHOSVD_RelErr,RSTHOSVD_RelErrMean,RSTHOSVD_RelErrStd,HOSVD_Time,RHOSVD_TimeMean,RHOSVD_TimeStd,Speedup_RHOSVD,STHOSVD_Time,RSTHOSVD_TimeMean,RSTHOSVD_TimeStd,Speedup_RSTHOSVD
5,0.778789313884812,0.937092571885539,0.00460633951665441,0.778789313884813,0.858799375795862,0.00869350902482457,0.0560419166666667,0.0103701833333333,0.00140141860778145,5.40413943180047,0.022494625,0.00510649166666667,0.00164214603153583,4.40510363442611
10,0.606507000486813,0.823205990972167,0.00813245094458039,0.606507000486813,0.727444773761524,0.0112400134029837,0.0528557916666667,0.0129549583333333,0.00209012005901841,4.07996616482106,0.0277050833333333,0.00537336666666667,0.000627695465627596,5.15600089329471
20,0.367826080827496,0.62452707011802,0.0114115889211927,0.367826080827496,0.487775463790332,0.00877015692339161,0.0547332083333333,0.0144929,0.000290428417086533,3.77655323181236,0.025877125,0.00709813333333333,0.000274073415942497,3.64562396686453
40,0.135170516253347,0.304106014470846,0.00800682167241736,0.135170516253347,0.218657936050777,0.00490523743015329,0.052329625,0.0274394083333333,0.000846603191518252,1.9070974258738,0.0333889166666667,0.0164832583333333,0.000994247868557908,2.02562600133165
60,0.0493301401370468,0.133276552679784,0.00255634063895319,0.0493301401370468,0.0894511857691272,0.00413513378703519,0.0529634583333333,0.042460125,0.00138560021935692,1.24736934555264,0.0419972916666667,0.0304041,0.000868134035030178,1.38130356322557
80,0.0170316137686374,0.0470670207070683,0.00155097781167568,0.0170316137686374,0.0313371890616934,0.00100911005868595,0.0551901666666667,0.0588474333333333,0.000744067198699523,0.937851721655377,0.0468510833333333,0.0512499916666667,0.000547152278436827,0.914167628319939
